qid,query,docno,text,score,rank
1030303,who is aziz hashim,1905988_2,In Islamic tradition العزيز (al-'Aziz) is one of the 99 names of Allah.,-0.5327851176261902,21
1030303,who is aziz hashim,8726436_3,3 Public Profile Aziz Hashim 4 --.,-0.5804042816162109,22
1030303,who is aziz hashim,5086539_1,"Yahya Abdul-Aziz Jemus Junkung Jammeh (born 25 May 1965) is a Gambian politician and former military officer who ruled over the Gambia from 1994 to 2017, firstly as chair of the Armed Forces Provisional Ruling Council (AFPRC), and latterly as President of the Gambia.",-0.6496156454086304,23
1030303,who is aziz hashim,6939427_0,First Meaning: “Al-‘Aziz” is He the like of Whom is none and equal to Whom is none.,-0.8123966455459595,24
1030303,who is aziz hashim,6939426_0,"Abdul Aziz (Arabic: عبد العزيز ‎) is a male Muslim given name and in modern usage, surname.",-0.8159466981887817,25
1030303,who is aziz hashim,1305520_1,"Hashim may also refer to:he title Hashim was given to 'Amr al-ʻUlā ibn 'Abd Manaf, as he was generous in providing bread to poor people and travellers.",-0.9173202514648438,26
1030303,who is aziz hashim,7284047_1,"Aziz Ismail Ansari, 34, was born February 23, 1983 and is an American actor, comedian, and filmmaker.",-1.1801505088806152,27
1030303,who is aziz hashim,7508058_0,"Atassi, also spelled Atasi is the name of a prominent family in Homs, Syria, of a noble and ancient lineage, dating back to the 15th century AD.",-1.2375578880310059,28
1030303,who is aziz hashim,1305521_7,In Muslim the meaning of the name Hashim is: Name of Prophet Mohammed's grandfather.,-1.4019136428833008,29
1030303,who is aziz hashim,1305521_1,In Muslim the meaning of the name Hashim is: Name of Prophet Mohammed's grandfather.,-1.4094109535217285,30
1030303,who is aziz hashim,5681381_1,"(1954-05-15) 15 May 1954 (age 62) Dato' Seri Mohamed Nazri bin Abdul Aziz (born 15 May 1954) is a Malaysian politician from the United Malays National Organisation (UMNO), and is as of 2008 a Minister in the Prime Minister's Department in charge of affairs.",-1.495932936668396,31
1030303,who is aziz hashim,5103906_1,"Izze is just the most optimistic and extroverted member of her class: liked by all, respected by her peers, admired by her professors and welcomed by the senior staff.",-1.635023593902588,32
1030303,who is aziz hashim,7284048_1,"Aziz Ansari (born February 23, 1983) is an American actor, comedian, writer, producer and director.",-2.180232524871826,33
1030303,who is aziz hashim,7616223_1,"Omar Hashim Epps (born July 20, 1973) is an American actor, rapper, songwriter, and record producer.",-2.206444025039673,34
1030303,who is aziz hashim,3302252_0,"The Aziz mansion is registered not under the name of its owner, who is the stepson of the Malaysian Prime Minister and son of Rosmah Mansor, but a company called 912 North Hillcrest Road (BH) LLC, registered in Delaware, which is a well-known corporate tax haven.",-2.629734754562378,35
1030303,who is aziz hashim,6939427_3,This is the first meaning.Second Meaning: “Al-‘Aziz” is the One Who overpowers and is never overpowered.e is Unique and nothing is like Him.,-2.802969217300415,36
1030303,who is aziz hashim,6939430_1,"In Bible, Aziz is referred to as Potiphar.ziz (Arabic: عزيز ‎, ʿazīz, [ʕaziːz]) was originally a Northwest Semitic Phoenician / Aramaic / Hebrew / Arabic word, but is now much more commonly (but not exclusively) known as a Central Semitic Arabic male name.",-3.020693778991699,37
1030303,who is aziz hashim,336399_4,"3 Ahmed Amla, a South African cricketer and brother of Hashim.",-3.253187894821167,38
1030303,who is aziz hashim,1451846_0,"Dr. Abdul Aziz - 1003943184 Profile Details Dr. Abdul Aziz is a physician based out of Bullhead City, Arizona and his medical specialization is Internal Medicine.",-3.374746322631836,39
1030303,who is aziz hashim,6939424_0,"Therefore, the first meaning of Allah’s Beautiful Name “Al-‘Aziz” is: the One the like of Whom is nothing, rival to Whom is none, and equal to Whom is nothing.",-3.388535976409912,40
1030303,who is aziz hashim,6939425_0,"There is also a very delicate fourth meaning, which believers need to understand most of all, namely that “Al-‘Aziz” is: the One Who grants power and honor to His slaves.",-3.5039501190185547,41
1030303,who is aziz hashim,4179453_1,"(2016-08-15) H.E Mr. Nasser S. Judeh, Minister of Foreign Affairs and Expatriates of the Hashemite Kingdom of Jordan sent a condolence message to Adviser Mr. Sartaj Aziz on the terror.",-3.587212085723877,42
1030303,who is aziz hashim,8726433_3,His praise extends to Hashim’s chops as a restaurant operator.,-3.7402517795562744,43
1030303,who is aziz hashim,1451844_1,Healthcare provider: DR. ABDUL-AZIZ ALHASSAN M.D..,-3.885535478591919,44
1030303,who is aziz hashim,4567726_0,"This Week on the New Black Panther Party’s “Black Power Radio,” national chairman Hashim Nzinga said since America has “declared war on us,” evidenced by “military police in the black neighborhood” protecting the rich, the New Black Panthers should be looked upon as Founding Fathers who declare war and are “willing to die or kill to save our babies ...",-3.9613935947418213,45
1030303,who is aziz hashim,8726432_0,Azim Premji.,-4.095763683319092,46
1030303,who is aziz hashim,7508058_2,"The power and prestige of the family reached an apex at the formation of the modern Republic of Syria in 1936, when its second head of state, Hashim al-Atassi was elected president.",-4.180743217468262,47
1030303,who is aziz hashim,2488127_0,"There was going to be a character named Aziz, son of Aladdin and Jasmine, scene in the movie, but for some reason, he was cut out.",-4.207826137542725,48
1030303,who is aziz hashim,6696177_0,"Similar sounding names: Haazima, Hasinah, Hasna, Hasini, Haseen, Hasani, Haashim, Hakeema, Haakima, Hasana, Hashim, Hagne, Hakimah, Hakim, Hakon, Hakan, Hagan, Hakim, Hakeem, Haqun, Hajna, Hasina, Hashini, Hakeem, Hagen, Hashmi, Hajime, Haseena, Hasim, Hakam, Hashim’un, Hasan, Haazim.ind Rashi, Numerology, Lucky number, lucky days, lucky color, Auspicious stones for Hazimah or Find Chinese zodiac sign or Birthstone for your birthday.",-4.240171432495117,49
1030303,who is aziz hashim,1451848_0,"Dr. Abdul Aziz is a Rheumatology Specialist in Kissimmee, Florida.",-4.255196571350098,50
1030303,who is aziz hashim,3302249_0,"Instant movie mogul, Red Granite’s Riza Aziz, has purchased a secret Hollywood mansion in the most expensive part of Beverly Hills overlooking LA.",-4.556187152862549,51
1030303,who is aziz hashim,6939423_0,"Aziz /az-iz/ [2 sylls.] as a boys' name is of Arabic origin, and the meaning of Aziz is the All-Powerful.In Islam, one the ninety-nine attribute names of Allah.",-4.5660529136657715,52
1030303,who is aziz hashim,1905988_3,"A notable bearer of the name was Al-'Aziz, a 10th-century Fatimid caliph.",-4.808876037597656,53
1030303,who is aziz hashim,1492373_0,"Hampshire police confirmed the dead terrorist's stepmother Rajaa Hashim, his sister, Sana bin Laden, and his brother-in-law, Zuhair Hashim, were all killed.",-4.8405914306640625,54
1030303,who is aziz hashim,7508058_3,Two out of the seven members of the constitutional assembly who drafted the first constitution of Syria in 1919 were prominent Atassis: Wasfi al-Atassi and Hashim al-Atassi.,-4.939813137054443,55
1030303,who is aziz hashim,336399_2,"3 Ahmed Amla, a South African cricketer and brother of Hashim.mla may refer to: 1 Indian gooseberry, called amla in Hindi.",-5.010227203369141,56
1030303,who is aziz hashim,1305521_0,Muslim Meaning: The name Hashim is a Muslim baby name.,-5.3254075050354,57
1030303,who is aziz hashim,5936675_0,Aziz Ansari Has Responded to Allegations Against Him: “I Took Her Words to Heart” brit + co Kylie Jenner Shared A Scary Revelation During A Rare Appearance on Keeping Up With the Kardashians,-5.379637241363525,58
1030303,who is aziz hashim,5681381_0,Mohamed Nazri bin Abdul Aziz.,-5.425428867340088,59
1030303,who is aziz hashim,1905988_0,"AZIZ عزیز m Arabic, Persian, Urdu, Uzbek.",-5.574335098266602,60
1030303,who is aziz hashim,1451846_4,"You can also correspond with Dr. Abdul Aziz through mail at his mailing address at 3015 Highway 95 Ste 105, , Bullhead City, Arizona - 86442-4334 (mailing address contact number - 928-763-2001).",-5.870234966278076,61
1030303,who is aziz hashim,6939424_4,Second Meaning: “Al-‘Aziz” is the One Who overpowers and is never overpowered.,-5.933912754058838,62
1030303,who is aziz hashim,7284047_0,Aziz Ansari is a stand-up comedian and actor Who is Aziz Ansari?,-6.021235942840576,63
1030303,who is aziz hashim,1305521_6,"People with this name have a deep inner desire to use their abilities in leadership, and to have personal independence.uslim Meaning: The name Hashim is a Muslim baby name.",-6.099170207977295,64
1030303,who is aziz hashim,6939425_4,Second Meaning: “Al-‘Aziz” is the One Who overpowers and is never overpowered.,-6.116100311279297,65
1030303,who is aziz hashim,6939428_0,"Aziz is an uncommon first name for men but a very popular surname for all people (#6604 out of 150436, Top 4%).",-6.129106521606445,66
1030303,who is aziz hashim,3302249_1,"Sarawak Report has established that 36 year old Mr Aziz, who earlier spent some three years working in London for HSBC, purchased 912 N Hillcrest Road for $17.5million in September 2010.",-6.236627101898193,67
1030303,who is aziz hashim,6939427_6,Second Meaning: “Al-‘Aziz” is the One Who overpowers and is never overpowered.,-6.252739429473877,68
1030303,who is aziz hashim,3327029_0,We do know that al-Hakim was Caliph when ibn al-Haytham reached Egypt.,-6.4151530265808105,69
1030303,who is aziz hashim,8726429_0,"The crew at NRD Holdings, left to right: Karim Dobani, Brianna Williams, Lilo Miller, Andy Bhayani, Andy Polan, Aziz Hashim, Monty Lech, Shana Gonzales and Danyelle Washington.",-6.4312744140625,70
1030303,who is aziz hashim,6054030_0,"Aziz Ansari was born in Columbia, South Carolina, to a Tamil Muslim family from Tamil Nadu, India.",-6.4694085121154785,71
1030303,who is aziz hashim,1451846_2,The NPI Number for Dr. Abdul Aziz is 1003943184 and he holds a License No. 245906 (Arizona).,-6.469664573669434,72
1030303,who is aziz hashim,6222298_1,"It derives its name from Hashim ibn Abd Manaf, the great-grandfather of Muhammad, and along with the Banu Abd Shams, Banu Al-Muttalib, and Banu Nawfal clans comprises the Banu Abd al-Manaf section of the Quraysh.The House of Abdul-Muttalib of Banu Hashim comprised nobility in pre-Islamic Mecca.his makes Banu Hashim both an Ishmaelite and Israelite tribe.",-6.771254062652588,73
1030303,who is aziz hashim,3327029_2,Al-Aziz became Caliph in 975 on the death of his father al-Mu'izz.,-7.27545166015625,74
1030303,who is aziz hashim,8726429_1,"Bhayani, the company’s CFO, says “it’s intellectually challenging” to work for Hashim.",-7.444708824157715,75
1030303,who is aziz hashim,5824363_0,"One of the attendees was a boy named Tariq Aziz, who had volunteered to learn photography to begin documenting drone strikes near his home.",-7.593866348266602,76
1030303,who is aziz hashim,6939426_1,"It is built from the Arabic words Abd, al-and Aziz.The name means servant of the Almighty, Al-Azīz being one of the names of God in the Qur'an, which give rise to the Muslim theophoric names.bdul Aziz (Arabic: عبد العزيز ‎) is a male Muslim given name and in modern usage, surname.",-7.599181652069092,77
1030303,who is aziz hashim,7168317_0,Actor and comedian Aziz Ansari was accused of sexual misconduct by a woman he met at the 2017 Emmy Awards and went on a date with shortly after.,-7.80000114440918,78
1030303,who is aziz hashim,2563269_2,1902 - Abd-al-Aziz (often known as Ibn Saud) takes control of Riyadh bringing the Al Saud family back into.,-7.910654544830322,79
1030303,who is aziz hashim,2488127_1,"Coincidentally, there was also a character named Aziz in the Aladdin (1994) TV Series.",-7.994996547698975,80
1030303,who is aziz hashim,5103906_0,Ihsane Aziz MBA Class of 2016.,-8.020050048828125,81
1030303,who is aziz hashim,6939428_2,"(2014 Birth Statistics).ziz is an uncommon first name for men but a very popular surname for all people (#6604 out of 150436, Top 4%).",-8.269362449645996,82
1030303,who is aziz hashim,6222298_0,"Banu Hashim is one of the clans of the Quraysh tribe, and is an Adnanite tribe.",-8.564655303955078,83
1030303,who is aziz hashim,8726432_2,He is informally known as the Czar of the Indian IT Industry.,-8.571531295776367,84
1030303,who is aziz hashim,7284048_0,Aziz Ansari.,-8.61352252960205,85
1030303,who is aziz hashim,6939423_2,"Kreatif forms: Auaziz, Azizau.ziz is an uncommon first name for men but a very popular surname for all people (#6604 out of 150436, Top 4%).",-9.012264251708984,86
1030303,who is aziz hashim,6222298_3,"Members of this clan are referred to as Hashemites, Hussaini or Hasani.",-9.027389526367188,87
1030303,who is aziz hashim,7284052_1,"He was the first exposure many young Americans had to a Muslim man who was aspirational, funny, immersed in the same culture that they are.",-9.239311218261719,88
1030303,who is aziz hashim,1305521_3,Generosity.Arabic Meaning: The name Hashim is an Arabic baby name.In Arabic the meaning of the name Hashim is: Destroys eviI.,-9.456524848937988,89
1030303,who is aziz hashim,6222298_2,"The Islamic prophet, Muhammad was a member of this Arab tribe; his great-grandfather was Hashim ibn Abd Manaf, for whom the tribe is named.",-9.664578437805176,90
1030303,who is aziz hashim,5824363_1,"Within 72 hours of the meeting, Tariq Aziz himself was killed in a U.S. drone strike.",-9.703154563903809,91
1030303,who is aziz hashim,6939428_1,(2000 U.S. Census).Presented below is the birth name popularity of Aziz for boys.Aziz has yet to be ranked in the Top 1000 thus far.,-9.79177188873291,92
1030303,who is aziz hashim,3302255_0,"The law firm Loeb & Loeb, which incorporated Red Granite back in 2010, is in an informed position to advise Mr Aziz on appropriate transparency.",-9.882272720336914,93
1030303,who is aziz hashim,6939430_2,The feminine form of both the adjective and the given name is Aziza.,-9.91134262084961,94
1030303,who is aziz hashim,6939423_1,A familiar name in the Muslim world.,-9.91418743133545,95
1030303,who is aziz hashim,7284052_0,"Twenty-four hours ago—this is the speed at which we are now operating—Aziz Ansari was a man whom many people admired and whose work, although very well paid, also performed a social good.",-10.043426513671875,96
1030303,who is aziz hashim,3302255_1,"Supervising the case – Mr Channing Johnson is the husband of NKSFB Director Debra Johnson, who manages Riza Aziz’s business affairs.",-10.454115867614746,97
1030303,who is aziz hashim,5086539_2,"Jammeh was born in Kanilai, a Muslim of the Jola ethnic group.",-10.547192573547363,98
1030303,who is aziz hashim,5086539_0,Yahya Jammeh.,-10.677362442016602,99
1030303,who is aziz hashim,1451846_3,"His current practice location address is 3015 Highway 95 Ste 105, , Bullhead City, Arizona and he can be reached out via phone at 928-763-2001 and via fax at 928-763-2038.",-10.718470573425293,100
1030303,who is aziz hashim,1451846_1,"He practices in Bullhead City, Arizona and has the professional credentials of MD.",-10.810795783996582,101
1030303,who is aziz hashim,1305521_8,Old Arabic name.,-11.06576919555664,102
1030303,who is aziz hashim,1305521_2,Old Arabic name.,-11.06871223449707,103
1030303,who is aziz hashim,5824363_2,He was 16 years old.,-11.146068572998047,104
1030303,who is aziz hashim,7168317_2,"The woman made the accusations in an article on the website Babe, titled “I went on a date with Aziz Ansari.",-11.15474796295166,105
1030303,who is aziz hashim,1451848_1,He graduated with honors in 1989.,-11.193705558776855,106
1030303,who is aziz hashim,8726429_2,“It’s his network.,-11.295105934143066,107
1030303,who is aziz hashim,8726433_2,"He’s extraordinarily articulate, and as a result he’s able to be very effective in a leadership capacity.”",-11.392651557922363,108
1030303,who is aziz hashim,4179453_0,Condolence message from Minister of Foreign Affairs and Expatriates of Jordan to Adviser Mr. Sartaj Aziz on terrorist attack in Quetta.,-11.461423873901367,109
1030303,who is aziz hashim,8726437_1,"He is the Founder and Managing Partner of NRD Capital (NRD), the first business fund both sponsored and managed by a former multi-unit franchisee.",-11.501004219055176,110
1030303,who is aziz hashim,6939426_2,"It is built from the Arabic words Abd, al-and Aziz.",-11.525081634521484,111
1030303,who is aziz hashim,2563269_3,Saudi Arabia.,-11.57358455657959,112
1030303,who is aziz hashim,7284047_2,He began his career performing stand-up comedy in New York City in mid-2000 while attending New York University.,-11.598572731018066,113
1030303,who is aziz hashim,2563269_4,1912 - The Ikhwan (Brotherhood) is founded based on Wahhabism; it grows quickly and provides key support. for Abd-al-Aziz.,-11.933700561523438,114
1030303,who is aziz hashim,6939427_1,He is Unique and nothing is like Him.,-11.951909065246582,115
1030303,who is aziz hashim,6939423_3,(2000 U.S. Census).,-12.018413543701172,116
1030303,who is aziz hashim,6939428_3,(2000 U.S. Census).,-12.045821189880371,117
1030303,who is aziz hashim,8726433_1,He’s very balanced.,-12.074265480041504,118
1030303,who is aziz hashim,6054030_1,"His mother, Fatima, works in a medical office, and his father, Shoukath, is a gastroenterologist.",-12.102094650268555,119
1030303,who is aziz hashim,7616223_2,"His film roles include Juice, Higher Learning, The Wood, In Too Deep, and Love and Basketball.",-12.168161392211914,120
1030303,who is aziz hashim,6939422_3,"Means powerful, respected, beloved, derived from Arabic عزّ ('azza) meaning to be powerful or to be cherished.",-12.188392639160156,121
1030303,who is aziz hashim,6939425_1,This Name belongs to Names of “Al-Af’al” (i.e. Names that denote Allah’s Acts).e is Unique and nothing is like Him.,-12.226460456848145,122
1030303,who is aziz hashim,6939422_1,"Means powerful, respected, beloved, derived from Arabic عزّ ('azza) meaning to be powerful or to be cherished.",-12.246875762939453,123
1030303,who is aziz hashim,6939427_2,"This Name is attributed only to Allah, the One and Only, the like of Whom there is nothing and equal to Whom is nothing.",-12.277922630310059,124
1030303,who is aziz hashim,6939424_2,"This Name is attributed only to Allah, the One and Only, the like of Whom there is nothing and equal to Whom is nothing.",-12.281858444213867,125
1030303,who is aziz hashim,6939425_2,"This Name is attributed only to Allah, the One and Only, the like of Whom there is nothing and equal to Whom is nothing.",-12.303443908691406,126
1030303,who is aziz hashim,6939422_0,Meaning & History.,-12.307998657226562,127
1030303,who is aziz hashim,7616223_0,Omar Epps.,-12.347189903259277,128
1030303,who is aziz hashim,6939424_1,This Name is one of Allah’s Names of Tanzeeh (i.e. Names that denote His being free from any anthropomorphic elements).e is Unique and nothing is like Him.,-12.366250991821289,129
1030303,who is aziz hashim,8726436_0,Share on LinkedInShare on FacebookShare on TwitterShare on Google+.,-12.366744041442871,130
1030303,who is aziz hashim,1305521_9,Generosity.,-12.39004135131836,131
1030303,who is aziz hashim,7168317_1,Ansari claimed in a statement that all sexual activity with the woman was consensual.,-12.453728675842285,132
1030303,who is aziz hashim,5824363_3,His 12-year-old cousin was also killed.,-12.560187339782715,133
1030303,who is aziz hashim,1905988_1,"Means powerful, respected, beloved, derived from Arabic عزّ ('azza) meaning to be powerful or to be cherished.",-12.562458038330078,134
1030303,who is aziz hashim,6939427_4,"This Name is attributed only to Allah, the One and Only, the like of Whom there is nothing and equal to Whom is nothing.",-12.589421272277832,135
1030303,who is aziz hashim,1305521_5,Expression Number: 4.,-12.662392616271973,136
1030303,who is aziz hashim,7284048_2,"He is best known for his role as Tom Haverford on the NBC series Parks and Recreation (2009–2015) and as creator, writer and star of the Netflix series Master of None, which debuted in 2015.",-12.671219825744629,137
1030303,who is aziz hashim,7508058_4,"Two more scions, Lu'ay al-Atassi and Nureddin al-Atassi, were in turn installed as heads of state in the 1960s.",-12.697867393493652,138
1030303,who is aziz hashim,2563269_0,1871 - The Ottomans take control of the province of Hasa.,-12.782181739807129,139
1030303,who is aziz hashim,1492373_3,She is thought to have died in a airplane crash in Hampshire yesterday.,-12.804068565368652,140
1030303,who is aziz hashim,8726430_1,"Now he’s selling off his stores, once numbering 60, and will launch what he calls the first private equity fund owned by franchisees.",-12.856282234191895,141
1030303,who is aziz hashim,1451844_0,NPI Number: 1982646675.,-12.86606502532959,142
1030303,who is aziz hashim,7508058_1,"More recently, members of the family lead the national movement against the French mandate.",-12.950581550598145,143
1030303,who is aziz hashim,2563269_1,1891 - The Al Saud family are exiled to Kuwait by the Rashidi family.,-12.953343391418457,144
1030303,who is aziz hashim,6939425_3,This is the first meaning.,-13.068123817443848,145
1030303,who is aziz hashim,6939424_3,This is the first meaning.,-13.086405754089355,146
1030303,who is aziz hashim,6939427_5,This is the first meaning.,-13.087931632995605,147
1030303,who is aziz hashim,8726435_2,"He serves as the Chief Executive Officer of NRD Partners I, L.P. He founded NRD Capital Management in 2014.",-13.19797420501709,148
1030303,who is aziz hashim,8726430_2,The goal is to buy brands and re-make them the right way.,-13.203048706054688,149
1030303,who is aziz hashim,1492373_2,"1 Killed: This image, which has been widely circulated online, is believed to show Sana bin Laden, the half-sister of Osama, sitting on a plane.",-13.517797470092773,150
1030303,who is aziz hashim,1492373_1,The plane's Jordanian pilot also died in the crash.,-13.563336372375488,151
1030303,who is aziz hashim,4130105_0,"He said he did encourage Johnson to see a therapist, however.",-13.574905395507812,152
1030303,who is aziz hashim,1305521_4,SoulUrge Number: 1.,-13.751382827758789,153
1030303,who is aziz hashim,336399_0,"Amla may refer to: 1 Indian gooseberry, called amla in Hindi.",-14.033772468566895,154
1030303,who is aziz hashim,1451844_2,"Practice location address: 9850C EMMETT F LOWRY EXPY SUITE C102 TEXAS CITY, TX, 77591",-14.382478713989258,155
1037496,who is rep scalise,7766583_0,"Stephen Joseph Steve Scalise (born October 6, 1965) is the current United States House of Representatives Majority Whip and representative for Louisiana's 1st congressional district, serving since 2008.",-0.007638058625161648,0
1037496,who is rep scalise,3725934_0,"Stephen Joseph Steve Scalise (born October 6, 1965) is the current United States House of Representatives Majority Whip and representative for Louisiana's 1st congressional district, serving since 2008.",-0.007638058625161648,1
1037496,who is rep scalise,4912167_0,Congressman Scalise is a graduate of Louisiana State University.,-0.01512722298502922,2
1037496,who is rep scalise,3725937_0,"Rep. Steve Scalise (R-La.), the House majority whip, acknowledged Monday that he spoke at a gathering hosted by white-supremacist leaders while serving as a state representative in 2002, thrusting a racial controversy into House Republican ranks days before the party assumes control of both congressional chambers.",-0.031106717884540558,3
1037496,who is rep scalise,4187305_0,Congressman Steve Scalise was first elected to Congress in a special election in May of 2008 to represent Louisiana’s First Congressional District in the U.S. House of Representatives.,-0.03514712303876877,4
1037496,who is rep scalise,7766587_1,"Rep. Steve Scalise (R-La.) says he won a three-way race for majority whip because his coalition was united, and says his election is a win for America..",-0.04429948329925537,5
1037496,who is rep scalise,4760914_0,"U.S. Rep. Steve Scalise, of Jefferson, was re-elected as expected Thursday to the No. 3 position — majority whip — in the House’s ruling Republican hierarchy.",-0.047541387379169464,6
1037496,who is rep scalise,7287404_0,"The current majority whip in the House of Representatives is Steve Scalise, who is a member of the Republican Party.",-0.047965191304683685,7
1037496,who is rep scalise,4174377_0,"House Republican leadership is standing by Rep. Steve Scalise, the No. 3-ranking House Republican, in the wake of a firestorm of criticism surrounding his 2002 speech to a white supremacist group.",-0.058640021830797195,8
1037496,who is rep scalise,4760912_2,Scalise was first elected to the House in a 2008 special election to fill the vacancy caused by the resignation of Rep. Bobby Jindal.,-0.07171560823917389,9
1037496,who is rep scalise,4912167_2,Scalise is a former systems engineer.,-0.08171075582504272,10
1037496,who is rep scalise,4187307_0,Scalise is a former systems engineer.,-0.08202917873859406,11
1037496,who is rep scalise,4912160_2,"On June 19, 2014, Scalise was elected by his Republican colleagues to serve as Majority Whip of the United States House of Representatives.",-0.10431911051273346,12
1037496,who is rep scalise,4187309_0,"Washington, D.C. – House Majority Whip Steve Scalise (R-La.) issued the below statement following the Obama administration's release of 15 terrorists from Guantanamo Bay prison.",-0.11315666884183884,13
1037496,who is rep scalise,2725825_0,"Scalise, 51, is the House majority whip.",-0.12258099019527435,14
1037496,who is rep scalise,2725828_2,"“Congressman Scalise is a friend and a very good friend,” Trump said in the White House address.",-0.1249011904001236,15
1037496,who is rep scalise,7766584_0,"Scalise, 49, who ascended to the House GOP’s third-ranking post this year, confirmed through an adviser that he once appeared at a convention of the European-American Unity and Rights Organization, or EURO.",-0.12627831101417542,16
1037496,who is rep scalise,7766583_3,"On June 19, 2014, Scalise was elected by his Republican colleagues to serve as Majority Whip of the United States House of Representatives.",-0.13573117554187775,17
1037496,who is rep scalise,4187304_1,Welcome to the on-line office for Congressman Steve Scalise.,-0.1589866280555725,18
1037496,who is rep scalise,5927420_2,"In 1999, then-Louisiana state Rep. Steve Scalise voted against implementing and later mandating the federal Martin Luther King holiday in his state.",-0.23792575299739838,19
1037496,who is rep scalise,8196479_1,"At least five people were wounded in the Wednesday morning shooting, including Scalise, an aide to another Republican congressman and two U.S. Capitol Police officers.",-0.2836921513080597,20
1037496,who is rep scalise,4187303_1,"In the U.S. House of Representatives, Scalise serves the needs of the residences of his District which includes all or parts of Jefferson, Lafourche, Orleans, St. Bernard, St. Tammany, Tangipahoa and Terrebonne Parishes.",-0.3917226791381836,21
