qid,query,docno,text,score,rank
156493,do goldfish grow,2612492_0,The genetics (DNA) of the goldfish parents passed on to their offspring.,-8.735713958740234,93
156493,do goldfish grow,2259182_2,"For decades goldfish were touted as being able to live in small bowls, and thus why they have a reputation of having short life spans.",-8.987998008728027,94
156493,do goldfish grow,95514_1,It's rare for domestic goldfish to achieve the monstrous sizes recorded in the Netherlands and Michigan; these fish were exceptions to the norm.,-9.062979698181152,95
156493,do goldfish grow,8182166_2,"I saw a photo of a goldfish that LOOKED like a goldfish, found in a lake.",-9.205939292907715,96
156493,do goldfish grow,8266015_0,"Kept well, goldfish can live in your pond for well over 15 to 20 years.",-9.254278182983398,97
156493,do goldfish grow,8273017_1,The largest goldfish recorded is over 16 inches.,-9.710834503173828,98
156493,do goldfish grow,2259183_3,"In such an environment, goldfish usually don’t last any more than a couple of years.",-9.795782089233398,99
156493,do goldfish grow,3288603_2,This gives goldfish room to swim and explore their home.,-9.924491882324219,100
156493,do goldfish grow,1277726_1,The size of your tank would indicate that it is not really large enough for keeping goldfish in.,-10.210188865661621,101
156493,do goldfish grow,885944_0,People are usually surprised at both the normal life expectancy and size that goldfish reach.,-10.239056587219238,102
156493,do goldfish grow,8182159_1,"'If you went and checked the lakes and ponds across the country you could probably find a goldfish about Bob's size, but having one in a tank like this is most unusual and I have not heard of one.",-10.570237159729004,103
156493,do goldfish grow,8182166_5,My 20 gallon tank has 3 goldfish about 1-1/2&quot; long.,-10.590354919433594,104
156493,do goldfish grow,349643_1,The size of your tank would indicate that it is not really large enough for keeping goldfish in.,-10.595380783081055,105
156493,do goldfish grow,8182165_1,"In optimal conditions, goldfish may live more than 20 years (the world record is 49 years); however, most household goldfish generally only live six to eight years.",-10.707467079162598,106
156493,do goldfish grow,2949801_0,Goldfish Size and Life Expectancy.,-10.781800270080566,107
156493,do goldfish grow,2317807_0,Goldfish Size and Life Expectancy.,-10.78249740600586,108
156493,do goldfish grow,2411918_0,Goldfish Size and Life Expectancy.,-10.78249740600586,109
156493,do goldfish grow,885944_1,Goldfish Size and Life Expectancy.,-10.797069549560547,110
156493,do goldfish grow,1277723_1,"A good size would be around 5 inches body length for most fancy varieties, 8 inches for Comets and 12 inches for Common Goldfish.",-10.80919361114502,111
156493,do goldfish grow,2949802_2,The normal life expectancy of a single tail goldfish is about 20 years.,-10.820581436157227,112
156493,do goldfish grow,8266015_1,"If you have a very large pond, you can also keep goldfish and koi together.",-10.848737716674805,113
156493,do goldfish grow,2949801_3,The normal life expectancy of a single tail goldfish is about 20 years.,-10.941987037658691,114
156493,do goldfish grow,2317807_3,The normal life expectancy of a single tail goldfish is about 20 years.,-10.941987037658691,115
156493,do goldfish grow,885944_4,The normal life expectancy of a single tail goldfish is about 20 years.,-10.941987037658691,116
156493,do goldfish grow,2928705_1,"So what if I filled a swimming pool with fresh water and all the bells and whistles they need to survive: filters, feeders, temperature regulators, aerators and what not, would I end up with dog-sized goldfish?",-10.999773025512695,117
156493,do goldfish grow,2411918_5,The normal life expectancy of a single tail goldfish is about 20 years.,-11.067888259887695,118
156493,do goldfish grow,8182166_1,Are Koi considered big gold fish?,-11.124990463256836,119
156493,do goldfish grow,1277725_2,Common Goldfish (comets) - They can reach lengths of 2 feet or more.,-11.147109031677246,120
156493,do goldfish grow,1277725_3,"Koi-grow about 12 - 24 inches, sometimes more.",-11.34418773651123,121
156493,do goldfish grow,8182161_2,The most common goldfish in state fairs and pet shops is the “common goldfish.”,-11.460392951965332,122
156493,do goldfish grow,2317807_4,Fancy goldfish have a life expectancy of about 12 years.,-11.46820068359375,123
156493,do goldfish grow,6139386_4,"A good size would be around 5 inches body length for most fancy varieties, 8 inches for Comets and 12 inches for Common Goldfish.",-11.474319458007812,124
156493,do goldfish grow,885944_5,Fancy goldfish have a life expectancy of about 12 years.,-11.520123481750488,125
156493,do goldfish grow,1960260_1,"Fish do not grow to the size of their tank, that is a wrong.",-11.525331497192383,126
156493,do goldfish grow,1960255_3,This is where the idea that they grow to the size of their tank comes from.,-11.582019805908203,127
156493,do goldfish grow,2928707_3,Most fishes are in fact what are known as indeterminate growers.,-11.62393569946289,128
156493,do goldfish grow,3288595_2,"Goldfish kept at this higher temp will also need added space (2 gals per inch of fish), air bubbles and a really good filtration system.",-11.759706497192383,129
156493,do goldfish grow,1960260_3,This is the idea that they grow to the size of their tank comes from.,-11.769103050231934,130
156493,do goldfish grow,750111_0,"No, a fish bowl is just too small for a fish that has the potential to grow over 12 inches in length.",-11.963622093200684,131
156493,do goldfish grow,1277725_1,"Ranchus, Lion heads, Pearl Scales-grow about 3 - 4 inches.",-12.077177047729492,132
156493,do goldfish grow,6775071_2,"Fish fry gradually change color over the first year of life, and most fish will be orange or gold by the time they are 1.",-12.179413795471191,133
156493,do goldfish grow,1960259_0,Genetics are the predetermined factor in how big your fish will grow.,-12.41964054107666,134
156493,do goldfish grow,349638_0,"The bigger the fishtank, the bigger the fish will grow.Not only does it matter how big your tank/pond is but it also depends greatly on what the fish is fed, the variety of the fish, and the fishes genetics.",-12.471627235412598,135
156493,do goldfish grow,8273019_0,"The bigger the fishtank, the bigger the fish will grow.Not only does it matter how big your tank/pond is but it also depends greatly on what the fish is fed, the variety of the fish, and the fishes genetics.",-12.471627235412598,136
156493,do goldfish grow,7371077_2,"Though there are exceptions, tropical fish tend to stay small.",-12.47962474822998,137
156493,do goldfish grow,5530082_2,"They can reach up to 59 cm in size, and 3 kg in weight.",-12.529274940490723,138
156493,do goldfish grow,2612490_1,Also genetics plays a part in this as well.,-12.5294189453125,139
156493,do goldfish grow,2612492_3,For example the how clean your water is impacts how fast they will grow.,-12.584735870361328,140
156493,do goldfish grow,3288598_2,For example the how clean your water is impacts how fast they will grow.,-12.585591316223145,141
156493,do goldfish grow,6139382_1,Do not get single tails unless you have a 180 US gallon (681.4 liter) tank laying around or a pond into which you can transition them when they get too large.,-12.5916166305542,142
156493,do goldfish grow,1277723_2,These sizes are usually only attained by pond grown fish.,-12.615828514099121,143
156493,do goldfish grow,6139386_5,These sizes are usually only attained by pond grown fish.,-12.629088401794434,144
156493,do goldfish grow,1277727_1,"I've been told that they don't stop growing, but I don't know how true that is.",-12.70242977142334,145
156493,do goldfish grow,1960261_0,Myth.,-12.716054916381836,146
156493,do goldfish grow,3288603_3,"Plan the aquarium space according to how big the fish can become, not how big he is at the time of purchase.",-12.814205169677734,147
156493,do goldfish grow,8266015_4,"Koi can grow very large, up to 3 feet, and they can weigh up to 40 pounds.",-12.875134468078613,148
156493,do goldfish grow,8266015_3,"If you have a large pond, you have the option of keeping koi.",-12.886049270629883,149
156493,do goldfish grow,2259182_1,Do not get single tails unless you have a 180 US gallon (681.4 liter) tank laying around or a pond into which you can transition them when they get too large.,-12.970335006713867,150
156493,do goldfish grow,1960260_0,Report Abuse.,-13.047431945800781,151
156493,do goldfish grow,8266015_2,Keeping a Koi Pond.,-13.106720924377441,152
156493,do goldfish grow,2928707_1,"There is an element of truth to this, but it is not as innocent as it sounds and is related more to water quality than tank size.",-13.153080940246582,153
156493,do goldfish grow,1960257_1,"There is an element of truth to this, but it is not as innocent as it sounds and is related more to water quality than tank size.",-13.153080940246582,154
156493,do goldfish grow,3288595_1,This can be done by keeping the water at summer temperatures of around 65F to 70F.,-13.221083641052246,155
156493,do goldfish grow,3288603_1,It's best to provide at least one gallon of water per full grown fish.,-13.270956039428711,156
156493,do goldfish grow,3288598_3,If the water is too clear then lacks algae and food to feed on.,-13.288802146911621,157
156493,do goldfish grow,2612492_4,If the water is too clear then lacks algae and food to feed on.,-13.302515029907227,158
156493,do goldfish grow,750111_2,Only a betta can live in a fish bowl.,-13.318309783935547,159
156493,do goldfish grow,8182166_3,It was like 2-1/2 feet long.,-13.424858093261719,160
156493,do goldfish grow,8182166_6,The pet store sales rep said that they could grow up to 4-6&quot;...,-13.452184677124023,161
156493,do goldfish grow,1960255_0,Rating Newest Oldest.,-13.466095924377441,162
156493,do goldfish grow,349643_2,The basic rule of fishkeeping … is 1 Inch of fish needs a minimum of 1 gallon of water.,-13.504040718078613,163
156493,do goldfish grow,2598786_2,The minimum size pond is 8 feet X 6 feet and 3 feet deep(2.5m X 2m X 1m).,-13.601696014404297,164
156493,do goldfish grow,2612490_2,"If you look at some people today some are skinny, some are large, medium, petite, tall and short.",-13.807743072509766,165
156493,do goldfish grow,1277726_2,The basic rule of fishkeeping … is 1 Inch of fish needs a minimum of 1 gallon of water.,-13.9409761428833,166
1110199,what is wifi vs bluetooth,8160520_2,"Bluetooth vs. WiFi - Devices Connected: In Bluetooth, upto 7 devices can be connected to each other (piconet) while in Wi-Fi, the maximum connections depend on Wi-Fi router which can accommodate 1 to several communicating devices at a time.",-0.0338110476732254,0
1110199,what is wifi vs bluetooth,4511144_0,"WiFi has a greater range than Bluetooth – perhaps as much as 120 feet indoors, but the actual range may be less.",-0.09996034950017929,1
1110199,what is wifi vs bluetooth,8160519_0,Bluetooth and WiFi are different standards for wireless communication.,-0.10866280645132065,2
1110199,what is wifi vs bluetooth,8160520_0,"Bluetooth vs. WiFi - Range: Maximum range for Bluetooth based wireless connections is 30m while for Wi-Fi, it can extend well upto 100m.",-0.11539717018604279,3
1110199,what is wifi vs bluetooth,3934419_2,WiFi and Bluetooth are commonly used for the local wireless part of the system.,-0.24201832711696625,4
1110199,what is wifi vs bluetooth,5857921_0,Bluetooth is a wireless technology developed by Ericsson that is designed to be a cable replacement.,-0.33925145864486694,5
1110199,what is wifi vs bluetooth,3838645_2,"Sure, people do it, but it’s a little more involved to set up than WiFi, and a little more involved every time you want to use Bluetooth tethering.",-0.39359182119369507,6
1110199,what is wifi vs bluetooth,2594143_0,"Radio Frequency (RF) radiation consists of the cell signal, Bluetooth and WiFi while Extremely Low Frequency (ELF) radiation is generated by phone’s hardware.",-0.5473474264144897,7
1110199,what is wifi vs bluetooth,5172684_3,"Because AirPlay uses your home WiFi network, it supports much greater bandwidth than Bluetooth.",-1.4262006282806396,8
1110199,what is wifi vs bluetooth,3838645_0,"Also like WiFi, Bluetooth is “fairly” secure.",-1.7847189903259277,9
1110199,what is wifi vs bluetooth,4511137_0,The choice of Bluetooth or WiFi is clear.,-2.172611951828003,10
1110199,what is wifi vs bluetooth,3838645_1,"Unlike WiFi, tethering via Bluetooth isn’t all that common.",-2.256014823913574,11
1110199,what is wifi vs bluetooth,8160519_1,"Bluetooth technology is useful when transferring information between two or more devices that are near each other when speed is not an issue, such as telephones, printers, modems and headsets.",-2.883026123046875,12
1110199,what is wifi vs bluetooth,1795043_3,"If you have the iPad up and running, Bluetooth (and even WiFi) is such a minor amount of energy consumed compared to having the CPU, GPU, and screen going, that BT Low Energy wouldn't matter.",-3.471277952194214,13
1110199,what is wifi vs bluetooth,8160520_1,"In Wi-Fi, range depends on the version of Wi-Fi protocol applied and addition of antennas in the communication system while no such concerns of range or extra antenna are much known in Bluetooth. .",-3.8704586029052734,14
1110199,what is wifi vs bluetooth,2080928_0,"It only contains tests for WiFi, meaning if there IS Bluetooth in there, at very least they're going to have to get it cleared again by the FCC before flipping the switch.",-4.6477766036987305,15
1110199,what is wifi vs bluetooth,4489656_0,Bluetooth is an excellent method for tethering.,-4.8372979164123535,16
1110199,what is wifi vs bluetooth,4511137_3,WiFi systems have a wider range and can offer excellent fidelity.,-4.975797176361084,17
1110199,what is wifi vs bluetooth,6392463_3,WiFi LAN communication protocol is completely different and is used when high speeds are required and communication distances are much further.,-5.448084354400635,18
1110199,what is wifi vs bluetooth,4511137_1,Bluetooth is a universal standard and easy to use.,-5.485662460327148,19
1110199,what is wifi vs bluetooth,6392463_1,I heard that bluetooth and wifi work the same way.,-5.5519914627075195,20
1110199,what is wifi vs bluetooth,507875_1,Now a days bluetooth hardware is combined with wifi ca ...,-5.741169452667236,21
1110199,what is wifi vs bluetooth,507878_1,Now a days bluetooth hardware is combined with wifi ca ... read more.,-5.952442646026611,22
1110199,what is wifi vs bluetooth,6392469_0,I heard that bluetooth and wifi work the same way.,-6.181509017944336,23
1110199,what is wifi vs bluetooth,879021_2,"What differentiates NFC from your Bluetooth, WiFi, or cellular radios is primarily the distance it can cover, and the power it requires to run.",-6.558554649353027,24
1110199,what is wifi vs bluetooth,5218014_1,A WiFi dongle provides WiFi functionality to a computer that doesn't have ia built-in.,-6.934568881988525,25
1110199,what is wifi vs bluetooth,3588624_1,"If you live in a city like New York or similar you can expect a super fast drain both from Wifi and Bluetooth, if you live in the rural Midwest, don't expect much of an effect.",-7.3783769607543945,26
1110199,what is wifi vs bluetooth,1806061_2,"Our advanced queue warning systems use Bluetooth and WiFi to collect highly specific information from and about vehicles, like speed and vehicle types.",-7.676014423370361,27
1110199,what is wifi vs bluetooth,2713574_1,"It enforces centrally defined device usage policy and stops data losses from network and peripheral connections (such as Bluetooth, WiFi, and FireWire).",-7.926718235015869,28
1110199,what is wifi vs bluetooth,5600214_4,"Now you can share files, photos and contacts between your iDevices via Wifi/Bluetooth.",-8.558873176574707,29
1110199,what is wifi vs bluetooth,3609843_5,"Now you can share files, photos and contacts between your iDevices via Wifi/Bluetooth.",-8.678581237792969,30
1110199,what is wifi vs bluetooth,5302364_1,"Airplane mode, aeroplane mode, flight mode, offline mode, or standalone mode is a setting available on many smartphones, portable computers, and other electronic devices that, when activated, suspends radio-frequency signal transmission by the device, thereby disabling Bluetooth, telephony, and WiFi.",-8.76046371459961,31
1110199,what is wifi vs bluetooth,4489656_1,"Similar to Wifi, you can connect multiple devices to your smartphone wirelessly.",-8.788583755493164,32
1110199,what is wifi vs bluetooth,5007789_0,"Wifislax is a Linux distribution, focused on WiFi security, based on Slax and the whole production upon the BackTrack distribution, which provides a set of tools, drivers and functionalities with which every needed test on the field of wireless security can be conducted.ifiway was conceived and designed for WiFi networks security auditing, RFID and Bluetooth.",-9.010455131530762,33
1110199,what is wifi vs bluetooth,3647394_1,"If you want to connect your phone/laptop/tablet/pc to a WiFi router,using bluetooth, you can't do that.",-9.070996284484863,34
1110199,what is wifi vs bluetooth,1201839_1,"Airplane mode, aeroplane mode, flight mode, offline mode, or standalone mode is a setting available on many smartphones, portable computers, and other electronic devices that, when activated, suspends radio-frequency signal transmission by the device, thereby disabling Bluetooth, GPS, telephony, and WiFi.",-9.559974670410156,35
1110199,what is wifi vs bluetooth,5049366_1,2 Network your Bluetooth and WiFi devices with one single adapter.,-9.567364692687988,36
1110199,what is wifi vs bluetooth,7680811_3,"But unlike the more premium pen, which syncs to your mobile device via Bluetooth, the Sky WiFi must be connected to a local Wi-Fi network to sync.",-9.821385383605957,37
1110199,what is wifi vs bluetooth,8160523_3,"2 Setup - Setup can be a huge hassle with wifi systems, especially with cheaper systems.",-9.837738990783691,38
1110199,what is wifi vs bluetooth,3838645_3,"If power consumption is a concern, Bluetooth is probably the way to go, if you’re willing to configure it.",-9.874225616455078,39
1110199,what is wifi vs bluetooth,879021_1,"NFC can let you share information between phones, read information from a sticker or sign, or even buy good and services as easily as you would with a credit card.What differentiates NFC from your Bluetooth, WiFi, or cellular radios is primarily the distance it can cover, and the power it requires to run.NFC runs on a ridiculously little amount of power, but requires a fairly large antenna to work.FC can let you share information between phones, read information from a sticker or sign, or even buy good and services as easily as you would with a credit card.",-9.938241004943848,40
1110199,what is wifi vs bluetooth,4438807_0,"Is a very nice feature that comes in Android, just tap your phone in other android device and the content (be it a URL in a browser, a picture in the gallery, a music in the music player or anything in a custom app) is automatically transfered by any means (wifi, wifi direct, bluetooth or even by the NFC chip for small data (like a URL)) between the devices.",-10.05907917022705,41
1110199,what is wifi vs bluetooth,6923050_0,#1 – Anova Culinary WiFi/Bluetooth Precision Cooker.,-10.242770195007324,42
1110199,what is wifi vs bluetooth,3609843_4,"Now you can share files, photos and contacts between your iDevices via Wifi/Bluetooth.ou can also use your iDevice as a USB disk to store files and transfer them between iDevices and computers.",-10.25747013092041,43
1110199,what is wifi vs bluetooth,8160523_4,Although most nicer systems utilize an app and WPS to connect to your wifi.,-10.348687171936035,44
