qid,docno,text,rank
915593,i_c_915593,"All kinds! Any type of meat—such as beef, pork, lamb, game, or poultry—is ideal for sous vide. It works especially well with fish and seafood, ensuring that these delicate foods are not overcooked. Almost any vegetable can also be cooked sous vide with delicious results, as can eggs and many fruits. You can even use it to make custard-style ice cream base, béarnaise sauce, crème Anglaise, custards, cheese, yogurt, and even cakes. What kind of foods can you cook sous vide? Sous vide is traditionally seen as an alternative method for cooking meats. However, the technique is extremely versatile, meaning all manner of ingredients can be cooked such as: Pork, Lamb, Beef, Chicken, Duck, Turkey, Quail. Often, however, when you prepare food sous vide you’re packaging the food in plastic. (Often but not always. Eggs come in their own wrappers—their shells—and we can sous vide foods that set as they cook, like custard, yogurt, and chicken liver pâté, in glass canning jars.)",0
264014,i_c_264014,"The life cycle of a flea can last anywhere from 20 days to an entire year. It depends on how long the flea remains in the dormant stage (eggs, larvae, pupa). Outside influences, such as weather, affect the flea cycle. A female flea can lay around 20 to 25 eggs in one day. The life cycle of a flea can last anywhere from 20 days to an entire year. It depends on how long the flea remains in the dormant stage (eggs, larvae, pupa). Outside influences, such as weather, affect the flea cycle. A female flea can lay around 20 to 25 eggs in one day. The flea egg stage is the beginning of the flea cycle. This part of the flea cycle represents a little more than one third of the flea population at any given time. Depending on the temperature and humidity of the environment the egg can take from two to six days to hatch. Stickfast flea life history. The complete life cycle of the flea takes about four weeks, varying according to the temperature. The female fleas lay at night while attached to the bird, and the very small eggs fall to the ground. In about four days, small wormlike larvae emerge from the eggs. The larvae feed on organic material, mainly the dried blood excreted by the adult fleas, and shelter in the surface dust and litter on the soil.",0
1121402,i_c_1121402,"2016-09-28T08:13:26-04:00. Farmers can reduce soil erosion by contour plowing. The correct option among all the options that are given in the question is the second option or option B. The other choices given in the question are incorrect and can be neglected. I hope that this is the answer that has actually come to your desired help. In contour plowing, the land is plowed across the slopes and along the contour lines. This will also reduce soil erosion and make rainwater infiltrate into the soil more than on land plowed along the slope. Terraces are more effective than contour plowing alone in minimizing soil erosion and facilitating infiltration f rainfall into the soil. Contour plowing. Contour ploughing or contour farming is the farming practice of ploughing and/or planting across a slope following its elevation contour lines. These contour lines create a water break which reduces the formation of rills and gullies during times of heavy water run-off; which is a major cause of top soil loss and soil erosion.",0
962179,i_c_962179,"The Salvation Army was founded in London’s East End in 1865 by one-time Methodist minister William Booth and his wife Catherine. Originally, Booth named the organization the East London Christian Mission. The Salvation Army is an integral part of the Christian Church, although distinctive in government and practice. The Army’s doctrine follows the mainstream of Christian belief and its articles of faith emphasise God’s saving purposes. The movement, founded in 1865 by William Booth, has spread from London, England, to many parts of the world. martin so tell us about how the salvation army started prof winston the salvation army was the brainchild of william booth who was a british evangelist and in the 1860s and 70s he tried several different missions to reach the un churched poor in london but none were very successful so one day he was brainstorming with his top command well i call it a command in retrospect but with his top men and they said what we need is an army a salvation army and he loved the name he was sort of autocratic to start with and so they had a great time making this into a living metaphor",0
1117099,i_c_1117099,"Best Answer: An active margin is a tectonic plate boundary, a passive margin is a compositional transition within a tectonic plate. As you probably know the theory of plate tectonics posits the outer layer of the Earth consist of plates which move relative to each other driven by convection in the Mantle. An active plate margin is an actual plate boundary, where oceanic crust and continental crust crash into each other. Active plate margins are often the site of earthquakes and volcanoes. Oceanic crust created by seafloor spreading in the East Pacific Rise, for instance, may become part of the Ring of Fire, the horseshoe-shaped pattern of volcanoes and earthquake zones around the Pacific ocean basin. An active continental margin refers to the submerged edge of a continent overriding an oceanic lithosphere at a convergent plate boundary by opposition with a passive continental margin which is the remaining scar at the edge of a continent following continental break-up.",0
148538,i_c_148538,"Cancel. The difference between an RN and a BSN is that an RN is a title for a registered nurse, while a BSN stands for a Bachelor of Science in nursing. Learn about the differences between degrees and licenses with help from a licensed RN in this free video on nursing jobs and health care. Difference Between Rn and Bsn. RN vs BSN. RN is a Registered Nurse, and is a health care specialist who uses her learned nursing practices and processes to take care of an ailing person. A Registered Nurse is trained and qualified to treat patients. The Associate degree is two years, but on the other hand, the Bachelors degree takes four years. So first of all, you should know RN stands for Registered Nurse. And BSN stands for Bachelors of Science and Nursing. So right off the by, you see there's a difference. The BSN is a degree that you get in a university. It's usually a four year degree. And from there, you can take a state regulated test or the NCLEX.",0
451602,i_c_451602,"Medical Definition of Mechanical ventilation. Mechanical ventilation: Use of a machine called a ventilator or respirator to improve the exchange of air between the lungs and the atmosphere. Last Editorial Review: 5/13/2016. Mechanical ventilation may be defined as the use of a mechanical device to provide. ventilator support for patients. There are 2 types of mechanical ventilation: positive and. negative pressure ventilation. Positive pressure ventilation delivers a positive pressure to. inflate the lungs. Expiration is passive. Nasotracheal intubation In medicine, mechanical ventilation is a method to mechanically assist or replace spontaneous breathing. Mechanical ventilation is typically used after an invasive intubation, a procedure wherein an endotracheal or tracheostomy tube is inserted into the airway.",0
359349,i_c_359349,"The midsegment of a trapezoid is the segment that joins the midpoints of the nonparallel sides of a trapezoid. In the trapezoid below, the midpoints of the non-parallel sides are points S and V. The midsegment is the red line segment from S to V. The midsegment below can be found by. 1  calculating the lengths of the bases. 2  35-16 = 9 (length of upper base). 3  45-0 =45 (length of lower base). 4  calculating the sum of the bases. 5  9+45 = 54. The midsegment of a trapezoid is the segment that joins the midpoints of the nonparallel sides of a trapezoid. In the trapezoid below, the midpoints of the non-parallel sides are points S and V. The midsegment is the red line segment from S to V. The midsegment below can be found by. 1  calculating the lengths of the bases. 2  35-16 = 9 (length of upper base). 3  45-0 =45 (length of lower base). 4  calculating the sum of the bases. According to this theorem mid segment of a trapezoid is equal to half of sum of its two parallel sides. In triangle ABC M is mid point of AB and P is midpoint of AC. so MP is mid segment of triangle ABC. similarly just apply this rule in triangle ACD the PN is midsegment of triangle ACD.",0
1115776,i_c_1115776,"AML Analysts are responsible for detecting and monitoring suspicious transactions in an effort to prevent money laundering. A typical AML Analyst resume usually describes duties such as implementing anti money laundering procedures, assessing daily financial activity, and preparing regular reports to AML Compliance Officers. The BSA / AML Analyst is responsible for monitoring and investigating customer transactions under applicable anti-money laundering and anti-terrorist financing laws. The BSA/AML Analyst II is responsible for assisting with anti-money laundering and compliance initiatives. Three (3) to five (5) years of BSA related experience is required. southeastapply.com",0
1112341,i_c_1112341,"T he following concepts are part of Thai everyday life: ใจเย็น or JAI YEN is more a way of life, it is to keep your temper whatever the situation. T hai people are educated in the family and in school to keep frustration inside. Instead of showing their anger toward a problem or situation, Thai people show JAI YEN, i.e. calm or patience. A n important thing in everyday life is SANUK. Thai people love to have fun together. SANUK can represent many things : eat together, to be with friends and chat, to go out with friends. For Thai people SANUK happens with several persons. When coming back from business, Thai people often ask was it fun ? The following concepts are part of Thai everyday life: ใจเย็น or JAI YEN is more a way of life, it is to keep your temper whatever the situation.",0
131843,i_c_131843,"Definition of SIGMET. plural. SIGMETs. also. sigmets. : a notice of significant hazardous weather conditions (such as extreme turbulence, icing, or poor visibility) in a large area that is provided to the pilot of an aircraft before takeoff — compare airmet. SIGMET, or Significant Meteorological Information, is a weather advisory that contains meteorological information concerning the safety of all aircraft. There are two types of SIGMETs, convective and non-convective. sigmet SIGMET, or Significant Meteorological Information, is a weather advisory that contains meteorological information concerning the safety of all aircraft. There are two types of SIGMETs, convective and non-convective.",0
104861,i_c_104861,"Video on the cost of concrete floors. Depending on the level of complexity, concrete floors can cost as little as $2 to $6 a square foot or be as expensive as $15 to $30 a square foot. Day's Concrete Floors, Inc is the name of my company. We pour a lot of 3000 psi. concrete for interior concrete floors and 4000 psi concrete for exterior concrete. The concrete cost per yard of concrete is $92.00 for 3000 3/4 psi concrete and $100.00 for 4000 3/4 psi concrete. Video on the cost of concrete floors. Depending on the level of complexity, concrete floors can cost as little as $2 to $6 a square foot or be as expensive as $15 to $30 a square foot.epending on the level of complexity, concrete floors can cost as little as $2 to $6 a square foot or be as expensive as $15 to $30 a square foot.",0
833860,i_c_833860,"Italian cuisine is popular in contemporary Switzerland, particularly pasta and pizza. Foods often associated with Switzerland include cheese and chocolate. Swiss cheeses, in particular Emmental cheese, Gruyere, Gruyère, vacherin And, appenzeller are Famous swiss. Products the most popular cheese dishes are fondue And. racletten the Italian-speaking part of Switzerland, the Ticino area, one will find a type of restaurant unique to the region. The Grotto is a rustic eatery, offering traditional food ranging from pasta to homemade meat specialties. Popular dishes are Luganighe and Luganighetta, a type of artisan sausages. 1 Pastetli-This is a popular food in Switzerland. 2  It is a meat pie with different fillings which include meat and mushrooms with cream sauce. 3  Zurcher Geschnetzeltes-This dish is Zurich style cut meat. 4  It is often served with hashed potatoes but could be served with mashed potatoes, pasta or rice.ood of Switzerland. Traditional Food in Switzerland. There are many different dishes in Switzerland that are regional. Italian food is very common in modern Switzerland including pasta and pizza. Swiss cheese includes Emmental cheese, Vacherin and Appenzeller. A cart displaying food produced in Switzerland. There are many regional dishes in Switzerland. One example is Zürcher Geschnetzeltes, thin strips of veal with mushrooms in a cream sauce served with Rösti. Italian cuisine is popular in contemporary Switzerland, particularly pasta and pizza. Foods often associated with Switzerland include cheese and chocolate.",0
207786,i_c_207786,"Sharks' blood gives them turbo speed. Several species of shark and tuna have something special going on inside their bodies. For a long time, scientists have known that some fish species appear warm-blooded. Salmon sharks can elevate their body temperatures by up to 20 degrees compared to the surrounding water, for example. Great white sharks are some of the only warm blooded sharks. This allows them to swim in colder waters in addition to warm, tropical waters. Great White sharks can be found as… north as Alaska and as south as the southern tip of South America. They exist worldwide, everywhere in-between. 5 people found this useful. More on Warm-Bodied Sharks. Shortfin Mako (Isurus oxyrinchus) A question came across SHARK-L concerning makos being considered warm-blooded and various replies touch upon aspects of the topic. I responded to the original query and went onto expand upon or correct some of those responses.",0
1114819,i_c_1114819,"Durable Medical Equipment (DME) is any equipment that provides therapeutic benefits to a patient in need because of certain medical conditions and/or illnesses. Durable Medical Equipment (DME) consists of items which: 1  are primarily and customarily used to serve a medical purpose; 2  are not useful to a person in the absence of illness, disability, or injury; 3  are ordered or prescribed by a physician; 4  are reusable; 5  can stand repeated use, and. 6  are appropriate for use in the home. Durable medical equipment. Durable Medical Equipment (DME) is any equipment that provides therapeutic benefits to a patient in need because of certain medical conditions and/or illnesses. Durable Medical Equipment (DME) consists of items which: are primarily and customarily used to serve a medical purpose; are not useful to a person in the absence of illness, disability, or injury; are ordered or prescribed by a physician; are reusable; can stand repeated use, and are appropriate for use in the home. (Learn how and when to remove these template messages) Durable Medical Equipment (DME) is any equipment that provides therapeutic benefits to a patient in need because of certain medical conditions and/or illnesses. Durable Medical Equipment (DME) consists of items which: 1  are primarily and customarily used to serve a medical purpose; 2  are not useful to a person in the absence of illness, disability, or injury; 3  are ordered or prescribed by a physician;  are 1  reusable; can stand repeated use, 2  and. are appropriate for use in the  home.",0
183378,i_c_183378,"Definition of exon. : a polynucleotide sequence in a nucleic acid that codes information for protein synthesis and that is copied and spliced together with other such sequences to form messenger RNA — compare intron. Medical Definition of exon. : a polynucleotide sequence in a nucleic acid that codes information for protein synthesis and that is copied and spliced together with other such sequences to form messenger RNA—compare intron. For other uses, see Exon (disambiguation) . An exon is any part of a gene that codes for a part of the final mature RNA product of that gene after introns have been removed by RNA splicing. The term exon refers to both the DNA sequence within a gene and to the corresponding sequence in RNA transcripts. In RNA splicing, introns are removed and exons are covalently joined to one another as part of generating the mature messenger RNA.",0
1106007,i_c_1106007,"Definition of Visceral. Visceral: Referring to the viscera, the internal organs of the body, specifically those within the chest (as the heart or lungs) or abdomen (as the liver, pancreas or intestines). In a figurative sense, something visceral is felt deep down.. It is a gut feeling.. Definition of visceral. 1 : felt in or as if in the internal organs of the body : deep a visceral conviction. 2 : not intellectual : instinctive, unreasoning visceral drives. 3 : dealing with crude or elemental emotions : earthy a visceral novel. Definition of 'visceral'. visceral (vɪsərəl ) Visceral feelings are feelings that you feel very deeply and find it difficult to control or ignore, and that are not the result of thought. I never overcame a visceral antipathy for the monarchy. ...the sheer visceral joy of being alive.",0
1124210,i_c_1124210,"Its major components include xylem parenchyma, xylem fibers, tracheids, and xylem vessels. Tracheids are one of the two types of tracheary elements of vascular plants. (The other being the vessel elements). A tracheid cell loses its protoplast at maturity. Thus, at maturity, it becomes one of the non-living components of the xylem. Tracheid of oak shows pits along the walls. It is longer than a vessel element and has no perforation plates. Tracheids are elongated cells in the xylem of vascular plants that serve in the transport of water and mineral salts.Tracheids are one of two types of tracheary elements, vessel elements being the other. Tracheids, unlike vessel elements, do not have perforation plates.racheids provide most of the structural support in softwoods, where they are the major cell type. Because tracheids have a much higher surface to volume ratio compared to vessel elements, they serve to hold water against gravity (by adhesion) when transpiration is not occurring. Tracheid. a dead lignified plant cell that functions in water conduction. Tracheids are found in the xylem of all higher plants except certain angiosperms, such as cereals and sedges, in which the water-conducting function is performed by vessels, or tracheae.Tracheids are usually polygonal in cross section; their walls have annular, spiral, or scalene thickenings or rimmed pores.racheids are found in the xylem of all higher plants except certain angiosperms, such as cereals and sedges, in which the water-conducting function is performed by vessels, or tracheae. Tracheids are usually polygonal in cross section; their walls have annular, spiral, or scalene thickenings or rimmed pores.",0
490595,i_c_490595,"What is an RSA key used for? RSA key is a private key based on RSA algorithm. Private Key is used for authentication and a symmetric key exchange during establishment of an SSL/TLS session. It is a part of the public key infrastructure that is generally used in case of SSL certificates. RSA (cryptosystem) RSA is one of the first practical public-key cryptosystems and is widely used for secure data transmission. In such a cryptosystem, the encryption key is public and different from the decryption key which is kept secret (private). RSA is a cryptosystem for public-key encryption, and is widely used for securing sensitive data, particularly when being sent over an insecure network such as the Internet.",0
1103812,i_c_1103812,"…Belarus, and Russia formed the Commonwealth of Independent States, which was then joined by eight other former republics of the defunct Soviet Union. The Commonwealth of Independent States (CIS) is the international organization, or alliance of countries that used to form the Soviet Union. On December 8 1991, leaders of Russia, Belarus, and Ukraine met at the nature reserve called Belovezhskaya Pushcha in Belarus. They discussed the creation of the Commonwealth of Independent States (CIS). They reached an agreement about many points and signed a document creating the CIS. One of these points stated that the alliance would be open to all the republics of the Soviet Union. commonwealth of independent states The Commonwealth of Independent States (CIS) was established on December 8, 1991, in the Belovezh Accords, which also brought an end to the Soviet Union.",0
87181,i_c_87181,"Left ventricular hypertrophy can occur when some factor makes your heart work harder than normal to pump blood to your body. Factors that can cause your heart to work harder include: High blood pressure (hypertension). This is the most common cause of left ventricular hypertrophy. More than one-third of people show evidence of left ventricular hypertrophy at the time of their diagnosis with hypertension. Aortic valve stenosis. By Mayo Clinic Staff. Left ventricular hypertrophy can occur when some factor makes your heart work harder than normal to pump blood to your body. Factors that can cause your heart to work harder include: High blood pressure (hypertension). This is the most common cause of left ventricular hypertrophy. More than one-third of people show evidence of left ventricular hypertrophy at the time of their diagnosis with hypertension. Left ventricular hypertrophy may cause or facilitate many cardiac complications of hypertension, including congestive heart failure, ventricular arrhythmias, myocardial ischemia, and sudden death. Left ventricular diastolic dysfunction, which may present with all of the symptoms and signs of congestive heart failure, is common in patients with long-standing hypertension.",0
443396,i_c_443396,"LPS Act. LPS Act. a California law named for sponsors of the legislation (Lanterman, Petris, and Short) that provides for the protection and treatment of persons judged to be gravely disabled and thus unable to provide food, clothing, or shelter for themselves. Corporate law. A limited partnership (LP) is a form of partnership similar to a general partnership, except that where a general partnership must have at least two general partners (GPs), a limited partnership must have at least one GP and at least one limited partner. one doing business in any other state. -lp must file an application for registration. -new state issues a certificate of registration, allowing the lp to utilize all assets of that state. -- law of the state in which the lp is formed is the law that governs the ops organization, internal affairs, and liability of its limited partners.",0
1121709,i_c_1121709,"1 10 percent of what they READ. 2  20 percent of what they HEAR. 3  30 percent of what they SEE. 4  50 percent of what they SEE and HEAR. 5  70 percent of what they SAY and WRITE.  90 percent of what they DO. ber of synagogues was Orthodox (40 percent), followed by Reform (26 percent), and Conservative (23 percent). All other denomina-tions and forms of synagogue identification have 3 percent or less of the synagogues: Reconstructionist (3 percent), Sephardi (3 percent), Traditional (1 percent), Humanistic (1 percent), The ranges for this classification are between 25 percent and 30 percent for women ages 19 to 29, 26 percent and 32 percent for women in their 30s, 29 percent and 34 percent for women in their 40s, and between 34 percent and 38 percent for women ages 50 and older.",0
87452,i_c_87452,"Suicide rates in the military were traditionally lower than among civilians in the same age range, but in 2004 the suicide rate in the U.S. Army began to climb, surpassing the civilian rate in 2008. Substance use is involved in many of these suicides. The 2010 report of the Army Suicide Prevention Task Force found that 29 percent of active duty Army suicides from fiscal year (FY) 2005 to FY 2009 involved alcohol or drug use; and in 2009, prescription drugs were involved in almost one third of them. Combat Fatalities not the Most Common Cause of Military Deaths. Suicide was the third leading cause of Canadian military deaths after motor vehicle accidents and cancerin a newly published study of 25 years of death records. Even though the jury is out on whether suicide prevention programs work, Lt.-Col. The findings are the latest in a series of studies prompted by a military suicide rate that has nearly doubled since 2005. The study’s authors and others cautioned, however, that the findings do not rule out combat exposure as a reason for the increase in suicides, adding that more information was needed.he study found that the suicide rate for troops who left the military before completing a four-year enlistment was nearly twice that of troops who stayed. The rate for troops who were involuntarily discharged under less-than-honorable conditions for disciplinary infractions was nearly three times higher.",0
855410,i_c_855410,"The main ingredient in this Theraderm cream is lanolin, which is a chemical obtained from sheep’s wool. Lanolin is often used in skin care products because of its ability to boost the natural moisture barrier, as well as the ability to draw moisture to the application site. Theraderm is a manufacturer of clinical-grade skin care products, including anti-aging creams and moisturizers, as well as an acne system under an alternate brand: Reversion. The company was founded in 1996 by James Beckman, M.D., and is headquartered in Springdale, Arkansas. Theraderm Skin Renewal System. Theraderm Skin Renewal System is described as a total skincare system that may produce younger looking skin. This 5-product system is said to reduce fine lines, take care of rough skin and address sun damage. However, this system has received some low scores on consumer-driven websites that rate anti-aging products, which makes us wonder if this system does not live up to expectations.",0
1114646,i_c_1114646,"Famciclovir (Famvir®) is a prescription antiviral medication used to treat the following conditions: Herpes simplex infections (including cold sores and genital herpes) in people with HIV or other conditions that weaken the immune system. Famciclovir (Famvir®) is a prescription antiviral medication used to treat the following conditions: Shingles in people with normal immune systems. Recurring genital herpes in people with normal immune systems. Recurring cold sores in people with normal immune systems. Famciclovir (Famvir) is a drug used for the treatment of genital herpes, cold sores, shingles, and chickenpox. Side effects, drug interactions, warnings and precautions, and pregnancy information should be reviewed prior to taking this medication.",0
19335,i_c_19335,"Environmental anthropology is a sub-specialty within the field of anthropology that takes an active role in examining the relationships between humans and their environment across space and time.pplied anthropology utilizes these understandings to work with people on a local basis as well as trying to satisfy share holders working to gain a resolution for problems related to health, education, social welfare, development and environmental protection. Ecological anthropology is defined as the study of cultural adaptations to environments. The sub-field is also defined as, the study of relationships between a population of humans and their biophysical environment .he abstract noun anthropology is first attested in reference to history. Its present use first appeared in Renaissance Germany in the works of Magnus Hundt and Otto Casmann. Their New Latin anthropologia derived from the combining forms of the Greek words anthrōpos (ánthrōpos,  ἄνθρωπος ) human and (logos,  lógos ). λόγος study Medical Definition of ANTHROPOLOGY. : the science of humans; especially: the study of humans in relation to distribution, origin, classification, and relationship of races, physical character, environmental and social relations, and culture. — an·thro·po·log·i·cal \-pə-ˈlaej-ˈläj-i\ kəl. adjectiveull Definition of ANTHROPOLOGY. 1. : the science of human beings; especially: the study of human beings and their ancestors through time and space and in relation to physical character, environmental and social relations, and culture.",0
47923,i_c_47923,"axon terminal = synaptic end bulb - The swollen or knob-like distal endings to the terminal branches of axons (and axon collaterals) which house the secretory components of the neuron; the site of synthesis, packaging, storage and release of neurotransmitter molecules. Definition. noun, singular: axon terminal. Button-like endings of axons through which axons make synaptic contacts with other nerve cells or with effector cells. Supplement. noun, singular: axon terminal. Button-like endings of axons through which axons make synaptic contacts with other nerve cells or with effector cells. Supplement. Axon terminals refer to the axon endings that are somewhat enlarged and often club-or button-shaped.",0
