qid,docno,text,rank
1133579,o_8220878,"Granulation tissue is collagen-rich tissue which forms at the site of an injury. As the body heals, this tissue fills in the injury, and may eventually scar over. The scar may fade over time, especially if the wound is small. In some cases, the body produces too much granulation tissue, in a condition known as proud flesh, in which case medical treatment may be required to halt the overproduction. The appearance of granulation tissue is a good sign. When a wound starts granulating, it means that the body is starting to rebuild after the injury. This highly fibrous tissue is usually pink because the body produces numerous small blood vessels to provide a supply of oxygen and nutrients to remove waste.",1
1133579,o_4274865,"The process of granulation provides the early scaffolding necessary to promote healing from the edges of the wound. Granulation tissue does not mature into epithelium; instead, granulation tissue is eventually covered by a layer of epidermal tissue.Granulation tissue is subject to injury by outside forces, including dry/adherent dressings, pressure, high-intensity irrigation of the wound and overzealous wound packing.he process of granulation provides the early scaffolding necessary to promote healing from the edges of the wound. Granulation tissue does not mature into epithelium; instead, granulation tissue is eventually covered by a layer of epidermal tissue.",2
1136043,o_8728071,Article about difference Between motel and hotel or Definition of hotel and Motel. History and difference between hotel industry and Motel industry. Services and location of hotels and motels.,0
1136043,o_8728069,"The difference between hotels and article about difference between motel and hotel or definition of hotel and motel. History and difference between hotel industry and motel industry. Services and a hotel consist of guest rooms, restaurants, a pool, meeting space and business services.",1
1136043,o_1056540,Share it with your friends/family. 1 Difference Between Hostel and Hotel. 2 Difference Between Hotels and Resorts. 3 Difference Between Five Star Hotel and Seven Star Hotel. 4 Difference Between Twin and Double room. 5 Difference Between Hotel and Motel. 6 Difference Between Hotel and B&B. 7 Difference Between Wynn and Encore.,2
1136047,o_8724032,6. The difference between a company's business model and a company's strategy is that: a. a company's business model is - Answered by a verified Business Tutor,0
1136047,o_8724031,The difference between a... 6. The difference between a company's business model and a company's strategy is that: a. a company's business model is its game plan for achieving operating efficiency while its strategy is management's game plan for winning a sustainable competitive advantage. b.,1
1136047,o_2815436,What is the difference between a business proposal and a business plan? What is the difference between business strategy and a business model? What is the difference between business strategy and sales strategy?,2
1136962,o_6185711,"Kemet (keh-MET) is the term ancient Egyptians used as the official name of their country. (Sometimes they also called it Ta-mery, or beloved land.) Kemet translates as Black Land, in reference to the fertile banks and fields surrounding the Nile (black from the soil).he name Kemet is refers to the the Land of the Black people! Some white researchers claim that the name Kemet refers to the rich dark soil that was deposited along the banks if the Nile!",0
1136962,o_7631079,"Kemet (keh-MET) is the term ancient Egyptians used as the official name of their country. (Sometimes they also called it Ta-mery, or beloved land.) Kemet translates as Black Land, in reference to the fertile banks and fields surrounding the Nile (black from the soil). just now. Report Abuse. To most white professionals KEMET my mean black land but the facts of genetics strongly suggest that the amount of Melanin levels found in the tissue of the ancient African mummies are never found in the white and yellow groups and this is absolute ...",1
1136962,o_6185714,"Kemet means black land, and Deshret means red land.. Kemet refers to the land that is flooded every year by the Nile, giving it vital nutrients and a dark color.Deshret is … the desert, which is red obviously.8 people found this useful.uote from the Related Link: 'Kemet' (keh-MET) is the term ancient Egyptians used as the official name of their country. (Sometimes they also called it Ta-mery, or 'beloved land.').",2
118440,o_1445681,"BMT [Internet]; Aug 10, 2016 [cited 2016 Aug 10]. Available from: http://www.allacronyms.com/_medical/BMT. 'BMT', All Acronyms, 10 August 2016, <http://www.allacronyms.com/_medical/BMT> [accessed 10 August 2016] All Acronyms, BMT (Aug. 10, 2016, 11:08 PM), available at http://www.allacronyms.com/_medical/BMT.",0
118440,o_6750547,Looking for online definition of BMT or what BMT stands for? BMT is listed in the World's largest and most authoritative dictionary database of abbreviations and acronyms BMT - What does BMT stand for? The Free Dictionary,1
118440,o_1569787,Medical Definition of BMT. 1 1bachelor of medical technology. 2 2bone marrow transplant; bone marrow transplantation.,2
121171,o_8260192,"Define Etruscans. Etruscans synonyms, Etruscans pronunciation, Etruscans translation, English dictionary definition of Etruscans. Italic people who invaded from Asia Minor and settled between the Arno and Tiber rivers. By the 6th century BC they had achieved a high cultural level.",0
121171,o_259436,"Definition of Etruscan. : of, relating to, or characteristic of Etruria, the Etruscans, or the Etruscan language.",1
121171,o_259437,"The cosmology of the Etruscans, like so much else Etruscan, hovers on the edge of historical visibility. Orientation and Etruscan ritual Etruscan by definition; the cultural, regional and personal identity of the Etruscans: Papers in honour of Sybille Haynes.",2
135802,o_8692623,laudable definition: The definition of laudable refers to something or someone who does the right thing or the morally proper action. (adjective) An example of laudable is a person who donates to charity and wants to save the world....,0
135802,o_8692619,"Laudable definition: Something that is laudable deserves to be praised or admired . | Meaning, pronunciation, translations and examples",1
135802,o_8692626,The definition of laudable refers to something or someone who does the right thing or the morally proper action. An example of laudable is a person who donates to charity and wants to save the world. laudable,2
141630,o_5607938,"As a component of the skeletal system, a major function of bone is to assist in movement. Bones work in concert with tendons, joints, ligaments and skeletal muscles to produce various movements. Nutrients are provided to bone through blood vessels that are contained within canals in bone.",0
141630,o_8319991,"These muscles work together to produce movements such as standing, walking, running, and jumping. At the same time, the bones and joints of the leg and foot must be strong enough to support the body’s weight while remaining flexible enough for movement and balance.hese muscles work together to produce movements such as standing, walking, running, and jumping. At the same time, the bones and joints of the leg and foot must be strong enough to support the body’s weight while remaining flexible enough for movement and balance.",1
141630,o_1157251,"Vertebrates move by the actions of muscles on bones. Tendons attach many skeletal muscles across joints, allowing muscle contraction to move the bones across the joint. Muscles generally work in pairs to produce movement: when one muscle flexes (or contracts) the other relaxes, a process known as antagonism.endons attach many skeletal muscles across joints, allowing muscle contraction to move the bones across the joint. Muscles generally work in pairs to produce movement: when one muscle flexes (or contracts) the other relaxes, a process known as antagonism.",2
156498,o_5606985,"To save it in Google Docs, you had to download the file and upload it to Google Docs. Now you can just click on Save in Google Docs and the document is instantly added to your account.This could be useful if you receive a PDF attachment in Gmail and you want to save it in Google Docs.o save it in Google Docs, you had to download the file and upload it to Google Docs. Now you can just click on Save in Google Docs and the document is instantly added to your account.",0
156498,o_4273412,"1. I'm using Google Docs to edit a large document that I need to access from my 2 laptops and 1 desktop. All is good except when at office, the Google Docs always freezes with message trying to reach google when it tries to auto-save my edit.ou should see an 'Actions' dropdown appear to the right. If you click on that you should be given the option to 'download' the file. Now you can work on your document locally on your office computer and when you are done for the day just upload it back to Google Docs. :).",1
156498,o_3301559,"Updating the files in your Google Docs can be confusing at first, as there is no Save button such as you would normally click to save your updates when working on a local file. Google Docs will automatically save your updates to a file as you are working on it. Step 1. Log into your Google Docs account.",2
169208,o_4859433,"The Mississippi Income Tax. Mississippi collects a state income tax at a maximum marginal tax rate of %, spread across tax brackets. Unlike the Federal Income Tax, Mississippi's state income tax does not provide couples filing jointly with expanded income tax brackets. Notably, Mississippi has the highest maximum marginal tax bracket in the United States.",0
169208,o_4859432,"In Mississippi, corporate income is subject to a state income tax. Mississippi income tax rates are: 3% - on the first $5,000 of taxable income. 4% - on the next $5,000 of taxable income. 5% - on remaining taxable income. Unless a company is taxable in another state, Mississippi corporate income tax is based on the company’s net taxable. income.",1
169208,o_2888366,"Mississippi's median income is $45,925 per year, so the median yearly property tax paid by Mississippi residents amounts to approximately % of their yearly income. Mississippi is ranked 46th of the 50 states for property taxes as a percentage of median income.",2
174463,o_8304458,"Its when its terribly hot that the dogs don't do anything but lay around. A dog's day is normally laying around and doing nothing.If you are doing the same,you are having a dog day afternoon. A hot an humid day when even dogs have no energy.",0
174463,o_7089630,"Sidney Lumet’s first film was 1957’s 12 Angry Men. He made 20 more between that and Dog Day Afternoon (and 22 more afterward), and by his own account, he never used improv. “I don’t like actors to improvise, to use their own language,” he said in the Dog Day Afternoon DVD commentary.",1
174463,o_8304456,"The star sirius is most visible in our hemisphere during the summer months as the brightest star in the heavens (not Polaris, the northern star). So, dog day afternoon actually means nothing more than a hot summer afternoon. Thanks for asking. I've been carrying this bit of trivia around in my head for years, and this is the first opportunity I've had to share it.",2
23849,o_2647769,Naturalization Record Search The Naturalization and Petition of Record books are available in the Prothonotary Office for public viewing.,0
23849,o_8010561,Department of State >> Delaware Public Archives. Naturalization Records Database. Naturalization records can be found in a number of series amongst the holdings of the Delaware Public Archives. The earliest material can be found in the records of the Court of Common Pleas and the Supreme Court of each county.,1
23849,o_2039331,"(7) Public Records or Reports. Evidence that a writing authorized by law to be recorded or filed and in fact recorded or filed in a public office (or a purported public record, report, statement, or data compilation in any form) is from the public office where items of this nature are kept. (8) Ancient Documents or Data Compilation.",2
258062,o_8694161,How long does it take to remove a wisdom tooth - Please tell me how long it takes for to get one wisdom tooth removed? Dependson difficulty. It depends on the age of the patient and the difficulty of the extraction. Surgical time only may be from 5-30 minutes/tooth.,0
258062,o_2707010,Thread: Wisdom Tooth Removal - How long for holes to heal? Wisdom Tooth Removal - How long for holes to heal? I had my two top wisdom teeth taken out about nine weeks ago. One of the sites (which had an erupted tooth) has healed nicely. The other one (which was the harder tooth to remove) still has a groove or hole where the tooth was.,1
258062,o_3683402,How long does it take for bone splinters to come out after getting wisdom teeth removed? How long should I wait to smoke after a wisdom tooth extraction? What is the best food to eat after getting your wisdom teeth out?,2
324585,o_7941125,"Yes, public speaking is a part of how a professional motivational speaker earns their living. Yes, many motivational speakers also sell programs, books, and other products as part of what they do. However, a good speaker isn’t just in it for the money.",0
324585,o_6480421,Top Motivational Speakers In The World – Poll 2013. A motivational business speaker or inspirational speaker is a speaker who makes speeches intended to motivate or inspire an audience.,1
324585,o_405282,"Top 10 Motivational Speakers In The World. A motivational speaker or inspirational speaker is a speaker who makes speeches intended to motivate or inspire an audience. And there are a lot of good motivational speakers around the world, but there are few that just stand out. Somehow they don’t fit into the good category. They are way above that category, they are at the top. And I really owe a lot to those people, because they are the reason I keep grinding everyday.",2
330975,o_3297860,We install wind turbines all over the US. The cost of a wind turbine is around $1 M per MegaWatt. The turbines we install are 2.3 mW and while running can provice clean renewable energy to almost 3000 average size homes.e install wind turbines all over the US. The cost of a wind turbine is around $1 M per MegaWatt. The turbines we install are 2.3 mW and while running can provice clean renewable energy to almost 3000 average size homes.,0
330975,o_233946,for example the equipment cost for a 10 kw wind turbine costs roughly $ 40000 while a 100 kw turbine can cost more than $ 350000 according to bergey com the average wind turbine can cost $ 48000 to $ 65000 to install,1
330975,o_233945,how much does a wind turbine cost can be answered as under the cost of the commercial wind turbines varied from $ 1 to $ 2 million per mw of nameplate capacity installed the same turbines 2 mw in size cost roughly $ 2 8 million installed capacity,2
332593,o_8434873,"Others are button quail african quail and bobwhite quail which are also good layers..they lays btn one and two eggs a day. On average each quail can lay 300 eggs per year meaning each quail wouldn't lay egg on each day. However, wild quails of which some farmers are supplied by comen will rarely lay eggs.",0
332593,o_1650687,"How many eggs does a quail lay? Bobwhite quails lay an average of 12 eggs per clutch, though they can lay as many as 20; they only lay one egg a day. They lay a large number of eggs because they often lose their nests. It takes nearly a month for the quail to hatch.",1
332593,o_4431502,"How many eggs does a quail lay? Quick Answer. Bobwhite quails lay an average of 12 eggs per clutch, though they can lay as many as 20; they only lay one egg a day. They lay a large number of eggs because they often lose their nests. It takes nearly a month for the quail to hatch. Continue Reading.",2
336901,o_8130980,"Vanessa Redgrave is the doyenne of the renowned Redgrave family; Vanessa Hudgens, the young actor and singer from High School Musical is a more youthful bearer. On TV there have been Vanessas on The Cosby Show, Gossip Girl and Vampire Diaries.",0
336901,o_8528677,The G2 interview Vanessa Redgrave on why she was ready to die: ‘Trying to live was getting too tiring’. Published: 13 Jun 2016. Vanessa Redgrave on why she was ready to die: ‘Trying to live was getting too tiring’.,1
336901,o_6096614,"For Joely the theater must be in her genes. Daughter of Tony Richardson and Vanessa Redgrave, and granddaughter of actor Sir Michael Redgrave, she is the niece of Lynn Redgrave and her late sister Natasha Richardson was also an actress.",2
390360,o_604111,"What is the suffix and definition of analgesia (ia) absence of pain: What do these suffixes mean? -ac, -al, -ar, -ary, -ic, -ical, -ile, -ous: pertaining to: What does this suffix mean? -form: like or resembling: does this suffix mean? -oid: Suffix that means resembling: What is the suffix and definition of anesthesia (ia) loss of sensation",0
390360,o_8630614,"-ia, suffix meaning a specified condition of a disease or process: athrombia, phrenoblabia, pontobulbia.",1
390360,o_2203875,"The suffix in the term pneumonia is ________, which means ___________. ia, inflammation. ia, condition or disease. ia, disease. nia, condition or disease. ia, condition or disease. 39. Mr. Jackson is checking into the hospital to undergo ___, the surgical excision of his prostate.",2
405163,o_7622492,"Fioricet is a derivation of acetaminophen, butibital, and caffeine. The medication can be used with codine as well. Most narcotics are labeled as such because they are pot…ent in its raw form. It is not considered a narcotic.",0
405163,o_978353,"acetaminophen/butalbital/caffeine/codeine systemic. Brand names: Fioricet with Codeine, Phrenilin with Caffeine and Codeine. Drug class(es): narcotic analgesic combinations. Acetaminophen/butalbital/caffeine/codeine systemic is used in the treatment of:",1
405163,o_6945009,"acetaminophen/butalbital/caffeine/codeine systemic. Brand names: Fioricet with Codeine, Phrenilin with Caffeine and Codeine. Drug class(es): narcotic analgesic combinations. Acetaminophen/butalbital/caffeine/codeine systemic is used in the treatment of: Headache.",2
42255,o_8746197,"Average Dental Hygienist Yearly Salary in Nebraska. Dental Hygienists earn a median salary of $66,370 per year. Salaries typically start from $50,050 and go up to $80,510. Learn more about the Dental Hygienist job market for salaries of real jobs in your area. Alternatively, see what Dental Hygienists earn in other states.",0
42255,o_8746189,"Dental Hygienist Salaries by Area. According to the Bureau of Labor Statistics, Dental Hygienists in the state of Nebraska can expect to earn an average of $65,236 annually or $31.36 per hour.",1
