qid,docno,text,rank
833860,m_3437288,"A cart displaying food produced in Switzerland. There are many regional dishes in Switzerland. One example is Zürcher Geschnetzeltes, thin strips of veal with mushrooms in a cream sauce served with Rösti. Italian cuisine is popular in contemporary Switzerland, particularly pasta and pizza. Foods often associated with Switzerland include cheese and chocolate.",0
833860,m_6230227,"1 Pastetli-This is a popular food in Switzerland. 2 It is a meat pie with different fillings which include meat and mushrooms with cream sauce. 3 Zurcher Geschnetzeltes-This dish is Zurich style cut meat. 4 It is often served with hashed potatoes but could be served with mashed potatoes, pasta or rice.ood of Switzerland. Traditional Food in Switzerland. There are many different dishes in Switzerland that are regional. Italian food is very common in modern Switzerland including pasta and pizza. Swiss cheese includes Emmental cheese, Vacherin and Appenzeller.",1
833860,m_6230226,"Italian cuisine is popular in contemporary Switzerland, particularly pasta and pizza. Foods often associated with Switzerland include cheese and chocolate. Swiss cheeses, in particular Emmental cheese, Gruyere, Gruyère, vacherin And, appenzeller are Famous swiss. Products the most popular cheese dishes are fondue And. racletten the Italian-speaking part of Switzerland, the Ticino area, one will find a type of restaurant unique to the region. The Grotto is a rustic eatery, offering traditional food ranging from pasta to homemade meat specialties. Popular dishes are Luganighe and Luganighetta, a type of artisan sausages.",2
207786,m_8273763,"Most sharks are cold-blooded. Some, like the Mako and the Great white shark, are partially warmblooded (they are endotherms). Cold blooded although if you've ever seen a Great White Shark hunt sea lions you'd be thinking they would have to be hotblooded. Actually the Salmon Shark is a warm blooded shark.",0
207786,m_8273755,"Are sharks cold-blooded or warm-blooded? Sharks have a reputation as “cold-blooded killers” and despite how negative that term is, it’s not entirely inaccurate. Sharks are by no means evil, vicious killers like that quote suggests. Nonetheless, sharks are, for the most part anyways, efficient ectothermic predators. Endo vs Ecto.",1
207786,m_2763917,These sharks can raise their temperature about th…e temperature of the water; they need to have occasional short bursts of speed in hunting Cold blooded although if you've ever seen a Great White Shark hunt sea lions you'd be thinking they would have to be hotblooded. Actually the Salmon Shark is a warm blooded shark.,2
1114819,m_988373,Durable Medical Equipment (DME) is any equipment that provides therapeutic benefits to a patient in need because of certain medical conditions and/or illnesses. Durable Medical Equipment (DME) consists of items which:,0
1114819,m_5521373,Description of Procedure or Service. Durable Medical Equipment (DME) is any equipment that provides therapeutic benefits to a patient in. need because of certain medical conditions and/or illnesses. Durable Medical Equipment (DME) consists of items which:,1
1114819,m_4890560,Durable Medical Equipment (DME) consists of items which: are primarily and customarily used to serve a medical purpose;,2
183378,m_8794302,"Exons, Introns, Codons, & their equivalents. Three common technical terms in molecular genetics, exon, intron, and codon, have specific technical definitions, but are often miss-used in hurried or short-hand presentations. The main thing to remember is that exon and introns are features of DNA, whereas codons are features of RNA.",0
183378,m_2533260,"Simple illustration of exons and introns in pre-mRNA and the formation of mature mRNA by splicing. In molecular biology and genetics, splicing is a modification of the nascent pre-messenger RNA (pre-mRNA) transcript in which introns are removed and exons are joined. For nuclear-encoded genes, splicing takes place within the nucleus after or concurrently with transcription.",1
183378,m_8779628,,2
1106007,m_1334335,"Define visceral: felt in or as if in the internal organs of the body : deep; not intellectual : instinctive, unreasoning — visceral in a sentence",0
1106007,m_5836920,"Define parietal and visceral peritoneum, and peritoneal cavity. Parietal peritoneum is the shiny lining of the abdominal cavity, visceral peritoneum is the shiny outer surface of the abdominal viscera and the cavity is between the two.",1
1106007,m_7726655,define and distinguish visceral vs. parietal parts of serous membranes. Visceral parts of serous membrane is the part of the serous membrane that sits on the organ. The parietal parts of a serous membrane is the part that lines the surface of the cavity that holds the organ.,2
1124210,m_2258595,Tracheids are derived from single individual cells while vessels are derived from a pile of cells. Tracheids are present in all vascular plants whereas vessels are confined to angiosperms.Tracheids are thin whereas vessel elements are wide. Tracheids have a much higher surface-to-volume ratio as compared to vessel elements.Vessels are broader than tracheids with which they are associated.Morphology of the perforation plate is different from that in tracheids.racheids are thin whereas vessel elements are wide. Tracheids have a much higher surface-to-volume ratio as compared to vessel elements. Vessels are broader than tracheids with which they are associated. Morphology of the perforation plate is different from that in tracheids.,0
1124210,m_8026740,"have xylem (but not wood!) - they have small groups of vessels arranged in a circle around the outer part of the stem. Trees have narrow vessels and tracheids so that water filters slowly up the tree. This indeed is less efficient at carrying water, but wider vessels are more likely to cavitate. In a woody plant, the trunk is almost entirely composed of vessels and tracheids. Tracheids differ from vessels in being much narrower",1
1124210,m_8026735,"Difference Between Tracheids and Vessels In plants xylem and phloem are the complex tissues which are the components parts of conductive system. In higher plants xylem contains tracheids, vessels (tracheae), xylem fibres(wood fibres) and xylem parenchyma (wood parenchyma).",2
490595,m_7839904,"RSA keys are generated in pairs--one public RSA key and one private RSA key. If your router already has RSA keys when you issue this command, you will be warned and prompted to replace the existing keys with new keys.",0
490595,m_1929910,"Definition - What does RSA Encryption mean? RSA encryption is a public-key encryption technology developed by RSA Data Security. The RSA algorithm is based on the difficulty in factoring very large numbers. Based on this principle, the RSA encryption algorithm uses prime factorization as the trap door for encryption. RSA is the standard encryption method for important data, especially data that's transmitted over the Internet.",1
490595,m_3572695,"RSA keys are generated in pairs--one public RSA key and one private RSA key. If you generate a named key pair using the key-label argument, you must also specify the usage-keys keyword or the general-keys keyword. Named key pairs allow you to have multiple RSA key pairs, enabling the Cisco IOS software to maintain a different key pair for each identity certificate.",2
1103812,m_8220086,"…Belarus, and Russia formed the Commonwealth of Independent States, which was then joined by eight other former republics of the defunct Soviet Union.",0
1103812,m_3843267,"The Commonwealth of Independent States (CIS; Russian: содружество независимых государств, снг, tr. Sodruzhestvo Nezavisimykh Gosudarstv, SNG), also called the Russian Commonwealth (to distinguish it from the British Commonwealth of Nations), is a regional organization formed during the dissolution of the Soviet Union.",1
1103812,m_8220089,"commonwealth of independent states The Commonwealth of Independent States (CIS) was established on December 8, 1991, in the Belovezh Accords, which also brought an end to the Soviet Union.",2
87181,m_5197135,Ventricular hypertrophy can be part of various syndromes caused by any of various underlying diseases.,0
87181,m_7666831,These medical condition or symptom topics may be relevant to medical information for Left ventricular hypertrophy: 1 Ventricular hypertrophy. 5 Enlargement. 6 Ventricle. 9 Heart disease (106 causes). 10 Heart disorder.,1
87181,m_2986227,"This can have different causes. Left ventricular hypertrophy results from an increase in left ventricular workload, e.g., during hypertension or aortic valve stenosis.",2
443396,m_8079046,"This page is about the various possible meanings of the acronym, abbreviation, shorthand or slang term: LPS.",0
443396,m_456708,"Interestingly, LPS is not defined in clause 1.2 of the standard, the definitions section, or in clause 2.5, the LPS requirements section. I’ll take a crack at writing a succinct definition for LPS:",1
443396,m_1465664,"one doing business in any other state. -lp must file an application for registration. -new state issues a certificate of registration, allowing the lp to utilize all assets of that state. -- law of the state in which the lp is formed is the law that governs the ops organization, internal affairs, and liability of its limited partners.",2
1121709,m_3928432,So the answer is 1000 percent.,0
1121709,m_4965913,"60 percent carbohydrates, 30 percent fats, 10 percent proteins.",1
1121709,m_1243379,"These rates are 0 percent for an individual in the 10 or 15 percent marginal tax rate bracket,15 percent for an individual in the 25 percent, 28 percent, 33 percent, or 35 percent tax rate bracket, and 20 percent for those in the top (39.6 percent) tax bracket.",2
87452,m_8819111,"Suicide surpassed war as the military's leading cause of death. War was the leading cause of death in the military nearly every year between 2004 and 2011 until suicides became the top means dying for in 2012 and 2013, according to a bar chart published this week in a.",0
87452,m_8333919,"Suicide surpassed war as the military's leading cause of death. War was the leading cause of death in the military nearly every year between 2004 and 2011 until suicides became the top means dying for in 2012 and 2013, according to a bar chart published this week in a.",1
87452,m_186939,"Combat Fatalities not the Most Common Cause of Military Deaths. Suicide was the third leading cause of Canadian military deaths after motor vehicle accidents and cancerin a newly published study of 25 years of death records. Even though the jury is out on whether suicide prevention programs work, Lt.-Col.",2
855410,m_8651775,"Theraderm Skin Renewal System is described as a total skincare system that may produce younger looking skin. This 5-product system is said to reduce fine lines, take care of rough skin and address sun damage. However, this system has received some low scores on consumer-driven websites that rate anti-aging products, which makes us wonder if this system does not live up to expectations.",0
855410,m_8651776,"In the case of Theraderm, this is taken even further, as the brand was founded by a plastic surgeon, Dr. James Beckman.",1
855410,m_8651772,"Nowadays there are many skin care brands, like Theraderm, which are actively promoted by doctors and dermatologists. This is an interesting approach, because it boosts the image of the products through the associated skin care expertise of a doctor.",2
1114646,m_8117093,"Also, let your healthcare provider know if you are: 1 Pregnant or thinking of becoming pregnant (see Famvir and Pregnancy) 2 Breastfeeding (see Famvir and Breastfeeding).",0
1114646,m_8117087,"Common Questions and Answers about Famvir no prescription famvir My doctor gave me a prescription for famvir, which I was able to start taking approx 30 hours after being infected...already had a significant patch of little white dots. It was the first one had every had (I know because I became very ill with a fever and night sweats etc a couple of days later).",1
1114646,m_771368,"The antiviral medicines available for treatment include acyclovir (Zovirax), famciclovir (Famvir), and valacyclovir (Valtrex).",2
19335,m_8412684,Ecological Anthropology. Ecological anthropology attempts to understand the relative influence of environment on human societies and how it is used by different societies.,0
19335,m_7267248,"Define anthropological. anthropological synonyms, anthropological pronunciation, anthropological translation, English dictionary definition of anthropological. n. 1. The scientific study of the origin, the behavior, and the physical, social, and cultural development of humans. 2. That part of Christian theology...",1
19335,m_8412687,"The Journal of Ecological Anthropology (JEA), ISSN 1528-6509, is a double-blind peer-reviewed interdisciplinary forum for innovative exploration of the interface between humans and their sociocultural and biophysical environments.",2
47923,m_5032362,Synaptic knobs are located at the tip of each axon terminal.,0
47923,m_8641107,Axons usually have thousands of terminal branches that each end as a bulbous enlargement called a synaptic knob or synaptic terminal. Synaptic knobs contain several membrane-bounded synaptic vesicles that are 40 to 100 nanometers in diameter.,1
47923,m_1868437,"The dendrites don’t have terminating knobs at the end of it. The axon is not an axon because it’s long, it’s an axon because of the existence of synaptic knobs at the axon terminals. When the axon conducts action potentials away from the cell body and the signal goes to the synaptic knob, it’s going to release a neurotransmitter in response to the electrical signal.",2
405717,m_6654655,"CDG PARIS AIRPORT SHUTTLE. Do not lose your time on your arrival to CDG Paris. Airport-Shuttle offers automobiles with drivers specialized in the door-to-door transport of passengers between Paris airports (CDG, ORY and BVA) and Paris hotels.",0
405717,m_7447941,"cdg, Paris Charles de Gaulle Airport, Paris, France weather text for Thu 20th April. The cdg, Paris Charles de Gaulle Airport, Paris, France weather is going to be sunny. cdg, Paris Charles de Gaulle Airport, Paris, France visibility is going to be around 20 km i.e. 12 miles and an atmospheric pressure of 1035 mb.",1
405717,m_8433858,Charles de Gaulle Airport (CDG) to Paris by Train. This is an overview of how to travel from Charles de Gaulle-CDG Airport to Central Paris by city train (RER B). For instructions in the opposite direction see Paris to Airport CDG by Train. For step-by-step photo instructions see Terminal 2 to Paris by train or Terminal 1 to Paris by train.,2
182539,m_57444,"To solidify our understanding of what a monotonic function is, let's consider what a non-monotonic function is. For example, consider our initial example f(x) equals x 2.",0
182539,m_57443,Monotonic Function. Monotonic functions are the functions which maintained the order of functions value. As we all know that the variation in independent value also make the variation in functions value. A suitable example for this is monotonic functions or linear polynomials. The monotonic functions maintains the straight line in linear programming graph. This is also called the monotonic nature over the domain and real numbers. A monotonic function increases and decreases over the interval.,1
182539,m_57447,"Montonic Function. For example, consider the function g(x) equals x 3: Notice the graph of g is increasing everywhere. Therefore, this is a monotonic function.",2
1113437,m_8128798,"Description Spruce trees are large, with some species maturing up to 200 feet tall.",0
1113437,m_8128790,"Description . Spruce trees are large, with some species maturing up to 200 feet tall. They have a strongly conical shape, especially when they are young.",1
1113437,m_6021898,"Product Description. Baby Blue Eyes Spruce is a conical-shaped, fully branched selection of Colorado Spruce with a uniform growth habit and intense blue needles. On the average it will grow upward about 8 inches per year compared to some Colorado Spruce that can grow as much as 12 to 18 inches upward per year. *Nickname.",2
1129237,m_128984,"Hydrogen gas has the molecular formula H 2. At room temperature and under standard pressure conditions, hydrogen is a gas that is tasteless, odorless and colorless. Hydrogen can exist as a liquid under high pressure and an extremely low temperature of 20.28 kelvin (−252.87°C, −423.17 °F). Hydrogen is often stored in this way as liquid hydrogen takes up less space than hydrogen in its normal gas form. Liquid hydrogen is also used as a rocket fuel.",0
1129237,m_2697752,"Hydrogen condenses into a liquid or freezes solid at extremely cold... Hydrogen condenses into a liquid or freezes solid at extremely cold temperatures. Hydrogen's state of matter can change when the temperature changes, becoming a liquid at temperatures between minus 423.18 and minus 434.49 degrees Fahrenheit. It becomes a solid at temperatures below minus 434.49 F.Due to its high flammability, hydrogen gas is commonly used in combustion reactions, such as in rocket and automobile fuels.",1
1129237,m_7911557,What is the temperature of the gas turn to liquid? Every gas has a different liquidation temperature based on what element it is. Hydrogen has a liquidation point of 423.17 degrees below zero F.,2
146187,m_8434623,"There is a discernible difference between the two burgers, especially in the meat quality. The McDouble contains gristle and carry's a different flavor than the Double Cheeseburger. The double cheeseburger tastes more like beef. The McDouble tastes of whatever meat filler they use to fill the gap.",0
146187,m_8434626,"But I did it for you. With McDonald's recent release of the McDouble, they now have three basic, sub-$2 cheeseburgers: the cheeseburger, McDouble (two patties with one slice of cheese), and double cheeseburger (two patties with two slices of cheese).",1
146187,m_8434622,"Although we previously reported that the McDouble would be on the Dollar Menu, in Manhattan the cheeseburger appears on the Dollar Menu while the McDouble is $1.39 and the double cheeseburger is $1.49.",2
