qid,docno,text,rank
489204,rm_8434623,"Causes of Right Hip Pain. Due to the close proximity of organs in the abdominal and pelvic cavity, it is not always possible to isolate a specific organ when pain occurs at a particular region. Therefore the most common conditions of the nearest organs to this area needs to be considered. Pain may arise from the hip joint itself or the pelvic bone but there are also other possible conditions as discussed below. The pain may arise with trauma to the abdominal wall or with muscle strain. The pain is typically superficial and aggravated with movement or touch.",0
489204,rm_8434626,"Causes of Pelvic Pain. Acute pelvic pain is pain that starts over a short period of time anywhere from a few minutes to a few days. This type of pain is often a warning sign that something is wrong and should be evaluated promptly. Pelvic pain can be caused by an infection or inflammation. An infection doesn't have to affect the reproductive organs to cause pelvic pain. Pain caused by the bladder, bowel, or appendix can produce pain in the pelvic region; diverticulitis, irritable bowel syndrome, kidney or bladder stones, as well as muscle spasms or strains are some examples of non-reproductive causes of pelvic or lower abdominal pain.",1
489204,rm_8434622,What Causes Pelvic Pain? Possible causes of pelvic pain in both men and women may include: Appendicitis; Bladder disorders; Sexually transmitted diseases,2
573724,rm_8434623,"What are the social 'determinants' of health? The social determinants of health are the circumstances in which people are born, grow up, live, work and age, and the systems put in place to deal with illness. These circumstances are in turn shaped by a wider set of forces: economics, social policies, and politics.",0
573724,rm_8434626,"About social determinants of health The social determinants of health are the conditions in which people are born, grow, live, work and age. These circumstances are shaped by the distribution of money, power and resources at global, national and local levels. The social determinants of health are mostly responsible for health inequities - the unfair and avoidable differences in health status seen within and between countries. Key concepts",1
573724,rm_8434622,"Social determinants of health are economic and social conditions that influence the health of people and communities [1]. These conditions are shaped by the amount of money, power, and resources that people have, all of which are influenced by policy choices.hese social determinants of health also interact with and influence individual behaviors as well. More specifically, social determinants of health refer to the set of factors that contribute to the social patterning of health, disease, and illness.",2
168216,rm_8434623,Legionella pneumophila is the bacterial type that causes the pneumonia known as Legionnaires' disease. The most common cause of viral pneumonia in adults is the influenza virus.,0
168216,rm_8434626,"Legionella pneumophila is the bacterial type that causes the pneumonia known as Legionnaires' disease. The most common cause of viral pneumonia in adults is the influenza virus. A number of different respiratory viruses cause pneumonia in children, such as respiratory syncytial virus (RSV).",1
168216,rm_8434622,"Although several other species of the genus Legionella were subsequently identified, L pneumophila is the most frequent cause of human legionellosis and a relatively common cause of community-acquired and nosocomial pneumonia in adults.",2
1133167,rm_8434623,"It is always important to know what the weather in Jamaica will be like before you plan and take your vacation. For the most part, the average temperature in Jamaica is between 80 °F and 90 °F (27 °FCelsius-29 °Celsius). Luckily, the weather in Jamaica is always vacation friendly. You will hardly experience long periods of rain fall, and you will become accustomed to weeks upon weeks of sunny weather.",0
1133167,rm_8434626,"You will find the mountainous area cooler than the lower lying land right throughout the year. It is always important to know what the weather in Jamaica will be like before you plan and take your vacation. For the most part, the average temperature in Jamaica is between 80 °F and 90 °F (27 °FCelsius-29 °Celsius). Luckily, the weather in Jamaica is always vacation friendly. You will hardly experience long periods of rain fall, and you will become accustomed to weeks upon weeks of sunny weather.",1
1133167,rm_8434622,"Weather in Jamaica. The weather patterns you'll encounter in Jamaica can vary dramatically around the island. Photo credit: © Dennis Sabo | Dreamstime.com. Regardless of when you visit, the tropical climate and warm temperatures of Jamaica essentially guarantee beautiful weather during your vacation. Average temperatures in Jamaica range between 80 degrees Fahrenheit and 90 degrees Fahrenheit, with July and August being the hottest months and February the coolest.",2
527433,rm_8434623,"There are three major types of dysarthria in cerebral palsy: spastic, dyskinetic (athetosis) and ataxic. Speech impairments in spastic dysarthria involves four major abnormalities of voluntary movement: spasticity, weakness, limited range of motion and slowness of movement.",0
527433,rm_8434626,The types of cerebral palsy are: 1 spastic: the most common type of cerebral palsy; reflexes are exaggerated and muscle movement is stiff. 2 dyskinetic: dyskinetic cerebral palsy is divided into two categories.ther Types of Cerebral Palsy. Symptoms of other types of cerebral palsy may also include floppy muscle tone and lack of muscle coordination. Tremors or an unsteady gait are also common.,1
527433,rm_8434622,"These four main types of cerebral palsy, which are discussed in detail below include:1 Spastic cerebral palsy.2 Athetoid cerebral palsy. 3 Ataxic cerebral palsy.enerally speaking, there are four types of cerebral palsy, which are classified by location of brain damage, the type of movement impairment, and other symptoms the condition causes. These four main types of cerebral palsy, which are discussed in detail below include: 1 Spastic cerebral palsy. 2 Athetoid cerebral palsy. 3 Ataxic cerebral palsy.",2
1037798,rm_8434623,"Robert Gray is 46-year-old truck driver. That schedule prevented him from campaigning, aside from a couple of small events. He also didn't fundraise at all. So with no money in the campaign bank, a man who admits he usually shies away from attention, clinched the nomination. It doesn't take a brain surgeon to do what needs to be done in the state of Mississippi, explained Gray. Gray wants to see more money brought into the state.",0
1037798,rm_8434626,"Robert Gray, a retired firefighter and truck driver, is the democratic nominee who admitted to the Associated Press that he didn't even vote in Tuesday's election.",1
1037798,rm_8434622,"Robert Gray, a retired firefighter and truck driver, is the democratic nominee who admitted to the Associated Press that he didn't even vote in Tuesday's election.",2
915593,rm_8434623,"All kinds! Any type of meat—such as beef, pork, lamb, game, or poultry—is ideal for sous vide. It works especially well with fish and seafood, ensuring that these delicate foods are not overcooked. Almost any vegetable can also be cooked sous vide with delicious results, as can eggs and many fruits. You can even use it to make custard-style ice cream base, béarnaise sauce, crème Anglaise, custards, cheese, yogurt, and even cakes.",0
915593,rm_8434626,"What kind of foods can you cook sous vide? Sous vide is traditionally seen as an alternative method for cooking meats. However, the technique is extremely versatile, meaning all manner of ingredients can be cooked such as: Pork, Lamb, Beef, Chicken, Duck, Turkey, Quail.",1
915593,rm_8434622,"I'm the first to admit that sous-vide is not the best way to cook everything, and that goes for the majority of my favorite vegetables. Peas, asparagus, ramps—all those delicious, fresh spring flavors do better with a quick blanch or a sauté. That said, there are some vegetables for which sous-vide cooking can't be beat. For me, carrots top that list. When cooked in a sealed bag with a little bit of butter, sugar, and salt, the natural flavor of the carrot intensifies into a sweeter, stronger, and downright tastier version of itself.",2
264014,rm_8434623,"The life cycle of a flea can last anywhere from 20 days to an entire year. It depends on how long the flea remains in the dormant stage (eggs, larvae, pupa). Outside influences, such as weather, affect the flea cycle. A female flea can lay around 20 to 25 eggs in one day.",0
264014,rm_8434626,"The total flea life cycle can range from a couple weeks to several months, depending on environmental conditions.",1
264014,rm_8434622,"The life cycle of a flea can last anywhere from 20 days to an entire year. It depends on how long the flea remains in the dormant stage (eggs, larvae, pupa). Outside influences, such as weather, affect the flea cycle. A female flea can lay around 20 to 25 eggs in one day. The flea egg stage is the beginning of the flea cycle. This part of the flea cycle represents a little more than one third of the flea population at any given time. Depending on the temperature and humidity of the environment the egg can take from two to six days to hatch.",2
1121402,rm_8434623,2016-09-28T08:13:26-04:00. Farmers can reduce soil erosion by contour plowing. The correct option among all the options that are given in the question is the second option or option B. The other choices given in the question are incorrect and can be neglected. I hope that this is the answer that has actually come to your desired help.,0
1121402,rm_8434626,"In contour plowing, the land is plowed across the slopes and along the contour lines. This will also reduce soil erosion and make rainwater infiltrate into the soil more than on land plowed along the slope. Terraces are more effective than contour plowing alone in minimizing soil erosion and facilitating infiltration f rainfall into the soil.",1
1121402,rm_8434622,Contour plowing. Contour ploughing or contour farming is the farming practice of ploughing and/or planting across a slope following its elevation contour lines. These contour lines create a water break which reduces the formation of rills and gullies during times of heavy water run-off; which is a major cause of top soil loss and soil erosion.,2
962179,rm_8434623,"The Salvation Army, an evangelical part of the universal Christian church established in 1865, has been supporting those in need in His name without discrimination for 130 years in the United States.",0
962179,rm_8434626,"This was the first recognition from the White House and would be followed by similar receptions from succeeding presidents. The Salvation Army movement expanded rapidly to Canada, Australia, France, Switzerland, India, South Africa, Iceland, and local neighborhood units. The Salvation Army is active in virtually every corner of the world. General Booth's death in 1912 was a great loss to The Salvation Army.",1
962179,rm_8434622,"From those words came the basis of the foundation deed of The Salvation Army. From that point, converts became soldiers of Christ and were known then, as now, as Salvationists.",2
1117099,rm_8434623,Active margins are areas of convergence where one plate is descending beneath another. They are associated with volcanic and earthquake activity.,0
1117099,rm_8434626,"Active margins are commonly the sites of tectonic activity: earthquakes, volcanoes, mountain building, and the formation of new igneous rock.",1
1117099,rm_8434622,Active margins are the site of volcanic and earthquake activity. 12 Continental Margins,2
148538,rm_8434623,"Cancel. The difference between an RN and a BSN is that an RN is a title for a registered nurse, while a BSN stands for a Bachelor of Science in nursing. Learn about the differences between degrees and licenses with help from a licensed RN in this free video on nursing jobs and health care.",0
148538,rm_8434626,"Difference Between Rn and Bsn. RN vs BSN. RN is a Registered Nurse, and is a health care specialist who uses her learned nursing practices and processes to take care of an ailing person. A Registered Nurse is trained and qualified to treat patients. The Associate degree is two years, but on the other hand, the Bachelors degree takes four years.",1
148538,rm_8434622,RN stands for registered nurse BSN for Bachelor of science in nursing. Basically the difference is BSN is a bachelors degree.,2
451602,rm_8434623,Medical Definition of Mechanical ventilation. Mechanical ventilation: Use of a machine called a ventilator or respirator to improve the exchange of air between the lungs and the atmosphere. Last Editorial Review: 5/13/2016.,0
451602,rm_8434626,Mechanical ventilation may be defined as the use of a mechanical device to provide. ventilator support for patients. There are 2 types of mechanical ventilation: positive and. negative pressure ventilation. Positive pressure ventilation delivers a positive pressure to. inflate the lungs. Expiration is passive.,1
451602,rm_8434622,Mechanical ventilation is the medical term for artificial ventilation where mechanical means is used to assist or replace spontaneous breathing.,2
359349,rm_8434623,"The midsegment of a trapezoid is the segment that joins the midpoints of the nonparallel sides of a trapezoid. In the trapezoid below, the midpoints of the non-parallel sides are points S and V. The midsegment is the red line segment from S to V. The midsegment below can be found by. 2 35-16 = 9 (length of upper base). 3 45-0 =45 (length of lower base). 4 calculating the sum of the bases. 5 9+45 = 54.",0
359349,rm_8434626,"The midsegment of a trapezoid is the segment that joins the midpoints of the nonparallel sides of a trapezoid. In the trapezoid below, the midpoints of the non-parallel sides are points S and V. The midsegment is the red line segment from S to V. The midsegment below can be found by. 1 calculating the lengths of the bases. 2 35-16 = 9 (length of upper base). 3 45-0 =45 (length of lower base). 4 calculating the sum of the bases.",1
359349,rm_8434622,"The midsegment of a trapezoid is the segment that joins the midpoints of the nonparallel sides of a trapezoid. In the trapezoid below, the midpoints of the non-parallel sides are points S and V. The midsegment is the red line segment from S to V. The midsegment below can be found by. calculating the lengths of the bases 35-16 = 9 (length of upper base) 45-0 =45 (length of lower base) calculating the sum of the bases 9+45 = 54.",2
1115776,rm_8434623,"AML Analysts are responsible for detecting and monitoring suspicious transactions in an effort to prevent money laundering. A typical AML Analyst resume usually describes duties such as implementing anti money laundering procedures, assessing daily financial activity, and preparing regular reports to AML Compliance Officers.",0
1115776,rm_8434626,The BSA / AML Analyst is responsible for monitoring and investigating customer transactions under applicable anti-money laundering and anti-terrorist financing laws.,1
1115776,rm_8434622,The BSA/AML Analyst II is responsible for assisting with anti-money laundering and compliance initiatives. Three (3) to five (5) years of BSA related experience is required. southeastapply.com,2
1112341,rm_8434623,"A n important thing in everyday life is SANUK. Thai people love to have fun together. SANUK can represent many things : eat together, to be with friends and chat, to go out with friends. For Thai people SANUK happens with several persons. When coming back from business, Thai people often ask was it fun ?",0
1112341,rm_8434626,"T he following concepts are part of Thai everyday life: ใจเย็น or JAI YEN is more a way of life, it is to keep your temper whatever the situation. T hai people are educated in the family and in school to keep frustration inside. Instead of showing their anger toward a problem or situation, Thai people show JAI YEN, i.e. calm or patience.",1
1112341,rm_8434622,"An important thing in everyday life is SANUK. Thai people love to have fun together. SANUK can represent many things : eat together, to be with friends and chat, to go out with friends. For Thai people SANUK happens with several persons.",2
131843,rm_8434623,"Definition of SIGMET. plural. SIGMETs. also. sigmets. : a notice of significant hazardous weather conditions (such as extreme turbulence, icing, or poor visibility) in a large area that is provided to the pilot of an aircraft before takeoff — compare airmet.",0
131843,rm_8434626,"SIGMET, or Significant Meteorological Information, is a weather advisory that contains meteorological information concerning the safety of all aircraft.",1
131843,rm_8434622,"SIGMET, or Significant Meteorological Information, is a weather advisory that contains meteorological information concerning the safety of all aircraft.",2
104861,rm_8434623,"Video on the cost of concrete floors. The cost of a concrete floor is economical, about $2 to $6 per square foot depending on the level of complexity.",0
104861,rm_8434626,"Day's Concrete Floors, Inc is the name of my company. We pour a lot of 3000 psi. concrete for interior concrete floors and 4000 psi concrete for exterior concrete. The concrete cost per yard of concrete is $92.00 for 3000 3/4 psi concrete and $100.00 for 4000 3/4 psi concrete.",1
104861,rm_8434622,"Day's Concrete Floors, Inc is the name of my company. We pour a lot of 3000 psi. concrete for interior concrete floors and 4000 psi concrete for exterior concrete. The concrete cost per yard of concrete is $92.00 for 3000 3/4 psi concrete and $100.00 for 4000 3/4 psi concrete.",2
833860,rm_8434623,"Italian cuisine is popular in contemporary Switzerland, particularly pasta and pizza. Foods often associated with Switzerland include cheese and chocolate. Swiss cheeses, in particular Emmental cheese, Gruyere, Gruyère, vacherin And, appenzeller are Famous swiss. Products the most popular cheese dishes are fondue And. racletten the Italian-speaking part of Switzerland, the Ticino area, one will find a type of restaurant unique to the region. The Grotto is a rustic eatery, offering traditional food ranging from pasta to homemade meat specialties. Popular dishes are Luganighe and Luganighetta, a type of artisan sausages.",0
833860,rm_8434626,"1 Pastetli-This is a popular food in Switzerland. 2 It is a meat pie with different fillings which include meat and mushrooms with cream sauce. 3 Zurcher Geschnetzeltes-This dish is Zurich style cut meat. 4 It is often served with hashed potatoes but could be served with mashed potatoes, pasta or rice.ood of Switzerland. Traditional Food in Switzerland. There are many different dishes in Switzerland that are regional. Italian food is very common in modern Switzerland including pasta and pizza. Swiss cheese includes Emmental cheese, Vacherin and Appenzeller.",1
833860,rm_8434622,"A cart displaying food produced in Switzerland. There are many regional dishes in Switzerland. One example is Zürcher Geschnetzeltes, thin strips of veal with mushrooms in a cream sauce served with Rösti. Italian cuisine is popular in contemporary Switzerland, particularly pasta and pizza. Foods often associated with Switzerland include cheese and chocolate.",2
207786,rm_8434623,"Sharks' blood gives them turbo speed. Several species of shark and tuna have something special going on inside their bodies. For a long time, scientists have known that some fish species appear warm-blooded. Salmon sharks can elevate their body temperatures by up to 20 degrees compared to the surrounding water, for example.",0
207786,rm_8434626,"Great white sharks are some of the only warm blooded sharks. This allows them to swim in colder waters in addition to warm, tropical waters. Great White sharks can be found as… north as Alaska and as south as the southern tip of South America. They exist worldwide, everywhere in-between. 5 people found this useful.",1
207786,rm_8434622,"Most sharks are cold-blooded. Some, like the Mako and the Great white shark, are partially warmblooded (they are endotherms). Cold blooded although if you've ever seen a Great White Shark hunt sea lions you'd be thinking they would have to be hotblooded. Actually the Salmon Shark is a warm blooded shark.",2
1114819,rm_8434623,"Durable Medical Equipment (DME) consists of items which: 1 are primarily and customarily used to serve a medical purpose; 2 are not useful to a person in the absence of illness, disability, or injury; 3 are ordered or prescribed by a physician; 4 are reusable; 5 can stand repeated use, and. 6 are appropriate for use in the home.",0
1114819,rm_8434626,"Durable Medical Equipment (DME) consists of items which: 1 are primarily and customarily used to serve a medical purpose; 2 are not useful to a person in the absence of illness or injury; 3 are ordered or prescribed by a physician; 4 are reusable; 5 can stand repeated use, and. 6 are appropriate for use in the home.",1
1114819,rm_8434622,"Durable Medical Equipment (DME) consists of items which: 1 are primarily and customarily used to serve a medical purpose; 2 are not useful to a person in the absence of illness, disability, or injury; 3 are ordered or prescribed by a physician; are 1 reusable; can stand repeated use, 2 and. are appropriate for use in the home.",2
183378,rm_8434623,Definition of exon. : a polynucleotide sequence in a nucleic acid that codes information for protein synthesis and that is copied and spliced together with other such sequences to form messenger RNA — compare intron.,0
183378,rm_8434626,Medical Definition of exon. : a polynucleotide sequence in a nucleic acid that codes information for protein synthesis and that is copied and spliced together with other such sequences to form messenger RNA—compare intron.,1
183378,rm_8434622,"For other uses, see Exon (disambiguation) . An exon is any part of a gene that codes for a part of the final mature RNA product of that gene after introns have been removed by RNA splicing. The term exon refers to both the DNA sequence within a gene and to the corresponding sequence in RNA transcripts.In RNA splicing, introns are removed and exons are covalently joined to one another as part of generating the mature messenger RNA.he term exon refers to both the DNA sequence within a gene and to the corresponding sequence in RNA transcripts.",2
1106007,rm_8434623,"Definition of Visceral. Visceral: Referring to the viscera, the internal organs of the body, specifically those within the chest (as the heart or lungs) or abdomen (as the liver, pancreas or intestines). In a figurative sense, something visceral is felt deep down.. It is a gut feeling..",0
1106007,rm_8434626,"Definition of visceral. 1 : felt in or as if in the internal organs of the body : deep a visceral conviction. 2 : not intellectual : instinctive, unreasoning visceral drives. 3 : dealing with crude or elemental emotions : earthy a visceral novel.",1
1106007,rm_8434622,"Definition of 'visceral'. visceral (vɪsərəl ) Visceral feelings are feelings that you feel very deeply and find it difficult to control or ignore, and that are not the result of thought. I never overcame a visceral antipathy for the monarchy. ...the sheer visceral joy of being alive.",2
1124210,rm_8434623,"Tracheids are one of the two types of tracheary elements of vascular plants. (The other being the vessel elements). A tracheid cell loses its protoplast at maturity. Thus, at maturity, it becomes one of the non-living components of the xylem.",0
1124210,rm_8434626,"Tracheids are elongated cells in the xylem of vascular plants that serve in the transport of water and mineral salts.Tracheids are one of two types of tracheary elements, vessel elements being the other. Tracheids, unlike vessel elements, do not have perforation plates.racheids provide most of the structural support in softwoods, where they are the major cell type. Because tracheids have a much higher surface to volume ratio compared to vessel elements, they serve to hold water against gravity (by adhesion) when transpiration is not occurring.",1
1124210,rm_8434622,"Tracheids are found in the xylem of all higher plants except certain angiosperms, such as cereals and sedges, in which the water-conducting function is performed by vessels, or tracheae.Tracheids are usually polygonal in cross section; their walls have annular, spiral, or scalene thickenings or rimmed pores.racheids are found in the xylem of all higher plants except certain angiosperms, such as cereals and sedges, in which the water-conducting function is performed by vessels, or tracheae. Tracheids are usually polygonal in cross section; their walls have annular, spiral, or scalene thickenings or rimmed pores.",2
490595,rm_8434623,RSA key is a private key based on RSA algorithm. Private Key is used for authentication and a symmetric key exchange during establishment of an SSL/TLS session. It is a part of the public key infrastructure that is generally used in case of SSL certificates.,0
490595,rm_8434626,"RSA RSA is a public key algorithm invented by Rivest, Shamir and Adleman.",1
490595,rm_8434622,"Definition - What does RSA Encryption mean? RSA encryption is a public-key encryption technology developed by RSA Data Security. The RSA algorithm is based on the difficulty in factoring very large numbers. Based on this principle, the RSA encryption algorithm uses prime factorization as the trap door for encryption. RSA is the standard encryption method for important data, especially data that's transmitted over the Internet.",2
1103812,rm_8434623,"Boris Yeltsin, president of the Russian Republic, formed the Commonwealth of Independent States (C.I.S.). After 45 years, the Cold War was over.",0
1103812,rm_8434626,"…Belarus, and Russia formed the Commonwealth of Independent States, which was then joined by eight other former republics of the defunct Soviet Union.",1
1103812,rm_8434622,"The Commonwealth of Independent States (CIS) is the international organization, or alliance of countries that used to form the Soviet Union. On December 8 1991, leaders of Russia, Belarus, and Ukraine met at the nature reserve called Belovezhskaya Pushcha in Belarus. They discussed the creation of the Commonwealth of Independent States (CIS). They reached an agreement about many points and signed a document creating the CIS. One of these points stated that the alliance would be open to all the republics of the Soviet Union.",2
87181,rm_8434623,Left ventricular hypertrophy can occur when some factor makes your heart work harder than normal to pump blood to your body. Factors that can cause your heart to work harder include: High blood pressure (hypertension). This is the most common cause of left ventricular hypertrophy. More than one-third of people show evidence of left ventricular hypertrophy at the time of their diagnosis with hypertension. Aortic valve stenosis.,0
87181,rm_8434626,"This can have different causes. Left ventricular hypertrophy results from an increase in left ventricular workload, e.g., during hypertension or aortic valve stenosis.",1
87181,rm_8434622,By Mayo Clinic Staff. Left ventricular hypertrophy can occur when some factor makes your heart work harder than normal to pump blood to your body. Factors that can cause your heart to work harder include: High blood pressure (hypertension). This is the most common cause of left ventricular hypertrophy. More than one-third of people show evidence of left ventricular hypertrophy at the time of their diagnosis with hypertension.,2
443396,rm_8434623,"LPS Act. LPS Act. a California law named for sponsors of the legislation (Lanterman, Petris, and Short) that provides for the protection and treatment of persons judged to be gravely disabled and thus unable to provide food, clothing, or shelter for themselves.",0
443396,rm_8434626,"Corporate law. A limited partnership (LP) is a form of partnership similar to a general partnership, except that where a general partnership must have at least two general partners (GPs), a limited partnership must have at least one GP and at least one limited partner.",1
443396,rm_8434622,"one doing business in any other state. -lp must file an application for registration. -new state issues a certificate of registration, allowing the lp to utilize all assets of that state. -- law of the state in which the lp is formed is the law that governs the ops organization, internal affairs, and liability of its limited partners.",2
1121709,rm_8434623,AB-positive: 3 percent.,0
1121709,rm_8434626,8 percent (5 percent + 3 percent).,1
1121709,rm_8434622,"All other denomina-tions and forms of synagogue identification have 3 percent or less of the synagogues: Reconstructionist (3 percent), Sephardi (3 percent), Traditional (1 percent), Humanistic (1 percent),",2
87452,rm_8434623,"Combat Fatalities not the Most Common Cause of Military Deaths. Suicide was the third leading cause of Canadian military deaths after motor vehicle accidents and cancerin a newly published study of 25 years of death records. Even though the jury is out on whether suicide prevention programs work, Lt.-Col.",0
87452,rm_8434626,"Suicide surpassed war as the military's leading cause of death. War was the leading cause of death in the military nearly every year between 2004 and 2011 until suicides became the top means of dying for troops in 2012 and 2013, according to a bar chart published this week in a monthly Pentagon medical statistical analysis journal.",1
87452,rm_8434622,"Suicide surpassed war as the military's leading cause of death. War was the leading cause of death in the military nearly every year between 2004 and 2011 until suicides became the top means dying for in 2012 and 2013, according to a bar chart published this week in a.",2
855410,rm_8434623,"The main ingredient in this Theraderm cream is lanolin, which is a chemical obtained from sheep’s wool. Lanolin is often used in skin care products because of its ability to boost the natural moisture barrier, as well as the ability to draw moisture to the application site.",0
855410,rm_8434626,"Theraderm is a manufacturer of clinical-grade skin care products, including anti-aging creams and moisturizers, as well as an acne system under an alternate brand: Reversion. The company was founded in 1996 by James Beckman, M.D., and is headquartered in Springdale, Arkansas.",1
855410,rm_8434622,"Theraderm Skin Renewal System is described as a total skincare system that may produce younger looking skin. This 5-product system is said to reduce fine lines, take care of rough skin and address sun damage. However, this system has received some low scores on consumer-driven websites that rate anti-aging products, which makes us wonder if this system does not live up to expectations.",2
1114646,rm_8434623,Famciclovir (Famvir®) is a prescription antiviral medication used to treat the following conditions: Herpes simplex infections (including cold sores and genital herpes) in people with HIV or other conditions that weaken the immune system.,0
1114646,rm_8434626,Famciclovir (Famvir®) is a prescription antiviral medication used to treat the following conditions: Shingles in people with normal immune systems. Recurring genital herpes in people with normal immune systems. Recurring cold sores in people with normal immune systems.,1
1114646,rm_8434622,"Famciclovir (Famvir) is a drug used for the treatment of genital herpes, cold sores, shingles, and chickenpox. Side effects, drug interactions, warnings and precautions, and pregnancy information should be reviewed prior to taking this medication.",2
19335,rm_8434623,"Environmental anthropology is a sub-specialty within the field of anthropology that takes an active role in examining the relationships between humans and their environment across space and time.pplied anthropology utilizes these understandings to work with people on a local basis as well as trying to satisfy share holders working to gain a resolution for problems related to health, education, social welfare, development and environmental protection.",0
19335,rm_8434626,"From Wikipedia, the free encyclopedia. Ecological anthropology is a sub-field of anthropology and is defined as the “study of cultural adaptations to environments”.",1
19335,rm_8434622,Ecological anthropology is defined as the study of cultural adaptations to environments. Its present use first appeared in Renaissance Germany in the works of Magnus Hundt and Otto Casmann.,2
47923,rm_8434623,"Definition. noun, singular: axon terminal. Button-like endings of axons through which axons make synaptic contacts with other nerve cells or with effector cells. Supplement.",0
47923,rm_8434626,"axon terminal = synaptic end bulb - The swollen or knob-like distal endings to the terminal branches of axons (and axon collaterals) which house the secretory components of the neuron; the site of synthesis, packaging, storage and release of neurotransmitter molecules.",1
47923,rm_8434622,"noun, singular: axon terminal. Button-like endings of axons through which axons make synaptic contacts with other nerve cells or with effector cells. Supplement. Axon terminals refer to the axon endings that are somewhat enlarged and often club-or button-shaped.",2
405717,rm_8434623,"Paris Paris CDG Airport Terminal 1 F. Paris Charles de Gaulle Airport is a vast airport northeast of Paris. It's big - really big - with 60 million passengers a year, and the dominant of the three Paris airports: indeed it is the world's sixth busiest airport and only eclipsed in Europe by Heathrow.",0
405717,rm_8434626,"Charles De Gaulle International Airport (IATA code = CDG), also known as ROISSY is the busiest French airport. It is located the jsust north of Paris. Paris also hosts the Aéroport du BOURGET, famous for Lindbergh's landing, which is now used mainly for private flights.",1
405717,rm_8434622,"Which airport is CDG? CDG is officially named Roissy Charles de Gaulle, and is located in the city of Paris. Over 115 airline carriers fly approximately 1,306 flights per week. Which airline flies the most flights to CDG?",2
182539,rm_8434623,"Montonic Function. For example, consider the function g(x) equals x 3: Notice the graph of g is increasing everywhere. Therefore, this is a monotonic function.",0
182539,rm_8434626,Monotonic Function. Monotonic functions are the functions which maintained the order of functions value. As we all know that the variation in independent value also make the variation in functions value. A suitable example for this is monotonic functions or linear polynomials. The monotonic functions maintains the straight line in linear programming graph. This is also called the monotonic nature over the domain and real numbers. A monotonic function increases and decreases over the interval.,1
182539,rm_8434622,An example of monotonous is the science teacher's voice in The Wonder Years.. 1 going on in the same tone without variation. having little or no variation or variety.,2
1113437,rm_8434623,"Description . Spruce trees are large, with some species maturing up to 200 feet tall. They have a strongly conical shape, especially when they are young.",0
1113437,rm_8434626,"Description Spruce trees are large, with some species maturing up to 200 feet tall.",1
