qid,docno,text,rank
451602,o_2176453,"For 363 of the selected claims, Medicare payments to hospitals were incorrect. For example, for one beneficiary, the documentation (e.g., time log for the mechanical. ventilation) showed that the beneficiary had received 73 hours of mechanical. ventilation.",0
451602,o_2176450,"For 14 of the 377 selected claims, Medicare payments to hospitals were correct; the beneficiaries. For example, for one beneficiary, the documentation (e.g., time log for the mechanical. ventilation) showed that the beneficiary had received 73 hours of mechanical. ventilation.",1
451602,o_5179251,Medical Definition of Mechanical ventilation. Mechanical ventilation: Use of a machine called a ventilator or respirator to improve the exchange of air between the lungs and the atmosphere. Last Editorial Review: 5/13/2016.,2
359349,o_576629,The midsegment of a trapezoid has two special properties: 1  The midsegment of a trapezoid is parallel to each base. 2  The length of the midsegment of a trapezoid is equal to half the sum of the lengths of its bases.,0
359349,o_68649,"The midsegment of a trapezoid is referred to as the median or the midline. The length of the midsegment is calculated by finding the average length of each of the parallel sides. The formula for this length is the sum of the length of side A plus the length of side B, divided by two. The midsegment is also used to calculate the area of a trapezoid. Learn more about Shapes.",1
359349,o_68653,"The side of the triangle that the midsegment does not intersect is the base of the triangle. The midsegment of a trapezoid is the segment formed by connecting the midpoints of the two legs of a trapezoid. Although the midsegment of a trapezoid is also useful in mathematics, we will not discuss it here.",2
1115776,o_8106324,Be the first to see new Aml Surveillance Analyst jobs My email: Also get an email with jobs recommended just for me Anti Money Laundering Analyst salaries in United States,0
1115776,o_8106323,"NEXT Financial Surveillance Analyst: 1 NEXT Financial Surveillance Analyst salaries $54,259 Philadelphia Stock Exchange Surveillance Analyst: 1 Philadelphia Stock Exchange Surveillance Analyst salaries",1
1115776,o_4314171,"Today's top 9449 Aml Analyst jobs in United States. Leverage your professional network, and get hired. New Aml Analyst jobs added daily.",2
1112341,o_8139256,"A n important thing in everyday life is SANUK. Thai people love to have fun together. SANUK can represent many things : eat together, to be with friends and chat, to go out with friends. For Thai people SANUK happens with several persons. When coming back from business, Thai people often ask was it fun ?",0
1112341,o_8139255,"An important thing in everyday life is SANUK. Thai people love to have fun together. SANUK can represent many things : eat together, to be with friends and chat, to go out with friends. For Thai people SANUK happens with several persons.",1
1112341,o_2096429,"Calories in Pad Thai. Calories in Pad Thai, Thai Thai Pad thai Kung. *Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Some of these foods were entered by users and are subject to error.",2
131843,o_8305152,"Definition of SIGMET. plural. SIGMETs. also. sigmets. : a notice of significant hazardous weather conditions (such as extreme turbulence, icing, or poor visibility) in a large area that is provided to the pilot of an aircraft before takeoff — compare airmet.",0
131843,o_985994,"sigmet SIGMET, or Significant Meteorological Information, is a weather advisory that contains meteorological information concerning the safety of all aircraft. There are two types of SIGMETs, convective and non-convective.",1
131843,o_8305153,"SIGMET, or Significant Meteorological Information, is a weather advisory that contains meteorological information concerning the safety of all aircraft. There are two types of SIGMETs, convective and non-convective.",2
104861,o_459676,"Day's Concrete Floors, Inc is the name of my company. We pour a lot of 3000 psi. concrete for interior concrete floors and 4000 psi concrete for exterior concrete. The concrete cost per yard of concrete is $92.00 for 3000 3/4 psi concrete and $100.00 for 4000 3/4 psi concrete.So 10 yards of concrete is approximately $1000.00 dollars U.S. here in Maine.ay's Concrete Floors, Inc is the name of my company. We pour a lot of 3000 psi. concrete for interior concrete floors and 4000 psi concrete for exterior concrete. The concrete cost per yard of concrete is $92.00 for 3000 3/4 psi concrete and $100.00 for 4000 3/4 psi concrete.",0
104861,o_5703401,"Day's Concrete Floors, Inc is the name of my company. We pour a lot of 3000 psi. concrete for interior concrete floors and 4000 psi concrete for exterior concrete. The concrete cost per yard of concrete is $92.00 for 3000 3/4 psi concrete and $100.00 for 4000 3/4 psi concrete.",1
104861,o_8260035,"Stained Concrete Pricing - Interior Ver. 4.3. Thank you for visiting our Concrete Staining Cost page, we will go over some of the options that are available for concrete staining for interior floors and the pricing for them. First, let's make sure you are using the right estimator for your project, here's a quick primer on concrete staining.",2
833860,o_3437288,"A cart displaying food produced in Switzerland. There are many regional dishes in Switzerland. One example is Zürcher Geschnetzeltes, thin strips of veal with mushrooms in a cream sauce served with Rösti. Italian cuisine is popular in contemporary Switzerland, particularly pasta and pizza. Foods often associated with Switzerland include cheese and chocolate.",0
833860,o_6230227,"1 Pastetli-This is a popular food in Switzerland. 2  It is a meat pie with different fillings which include meat and mushrooms with cream sauce. 3  Zurcher Geschnetzeltes-This dish is Zurich style cut meat. 4  It is often served with hashed potatoes but could be served with mashed potatoes, pasta or rice.ood of Switzerland. Traditional Food in Switzerland. There are many different dishes in Switzerland that are regional. Italian food is very common in modern Switzerland including pasta and pizza. Swiss cheese includes Emmental cheese, Vacherin and Appenzeller.",1
833860,o_6230226,"Italian cuisine is popular in contemporary Switzerland, particularly pasta and pizza. Foods often associated with Switzerland include cheese and chocolate. Swiss cheeses, in particular Emmental cheese, Gruyere, Gruyère, vacherin And, appenzeller are Famous swiss. Products the most popular cheese dishes are fondue And. racletten the Italian-speaking part of Switzerland, the Ticino area, one will find a type of restaurant unique to the region. The Grotto is a rustic eatery, offering traditional food ranging from pasta to homemade meat specialties. Popular dishes are Luganighe and Luganighetta, a type of artisan sausages.",2
207786,o_8273763,"Most sharks are cold-blooded. Some, like the Mako and the Great white shark, are partially warmblooded (they are endotherms). Cold blooded although if you've ever seen a Great White Shark hunt sea lions you'd be thinking they would have to be hotblooded. Actually the Salmon Shark is a warm blooded shark.",0
207786,o_8273755,"Are sharks cold-blooded or warm-blooded? Sharks have a reputation as “cold-blooded killers” and despite how negative that term is, it’s not entirely inaccurate. Sharks are by no means evil, vicious killers like that quote suggests. Nonetheless, sharks are, for the most part anyways, efficient ectothermic predators. Endo vs Ecto.",1
207786,o_2763917,These sharks can raise their temperature about th…e temperature of the water; they need to have occasional short bursts of speed in hunting Cold blooded although if you've ever seen a Great White Shark hunt sea lions you'd be thinking they would have to be hotblooded. Actually the Salmon Shark is a warm blooded shark.,2
1114819,o_988373,Durable Medical Equipment (DME) is any equipment that provides therapeutic benefits to a patient in need because of certain medical conditions and/or illnesses. Durable Medical Equipment (DME) consists of items which:,0
1114819,o_5521373,Description of Procedure or Service. Durable Medical Equipment (DME) is any equipment that provides therapeutic benefits to a patient in. need because of certain medical conditions and/or illnesses. Durable Medical Equipment (DME) consists of items which:,1
1114819,o_4890560,Durable Medical Equipment (DME) is any equipment that provides therapeutic benefits to a patient in need because of certain medical conditions and/or illnesses. Durable Medical Equipment (DME) consists of items which: are primarily and customarily used to serve a medical purpose;,2
183378,o_8794302,"Exons, Introns, Codons, & their equivalents. Three common technical terms in molecular genetics, exon, intron, and codon, have specific technical definitions, but are often miss-used in hurried or short-hand presentations. The main thing to remember is that exon and introns are features of DNA, whereas codons are features of RNA.",0
183378,o_2533260,"Simple illustration of exons and introns in pre-mRNA and the formation of mature mRNA by splicing. In molecular biology and genetics, splicing is a modification of the nascent pre-messenger RNA (pre-mRNA) transcript in which introns are removed and exons are joined. For nuclear-encoded genes, splicing takes place within the nucleus after or concurrently with transcription.",1
183378,o_8779628,"A related antigen is Sat. This gene has six exons of which exon I to exon IV are identical to the N allele of glycophorin A whereas its 3' portion, including exon V and exon VI, are derived from the glycophorin B gene.",2
1106007,o_1334335,"Define visceral: felt in or as if in the internal organs of the body : deep; not intellectual : instinctive, unreasoning — visceral in a sentence",0
1106007,o_5836920,"Define parietal and visceral peritoneum, and peritoneal cavity. Parietal peritoneum is the shiny lining of the abdominal cavity, visceral peritoneum is the shiny outer surface of the abdominal viscera and the cavity is between the two.",1
1106007,o_7726655,define and distinguish visceral vs. parietal parts of serous membranes. Visceral parts of serous membrane is the part of the serous membrane that sits on the organ. The parietal parts of a serous membrane is the part that lines the surface of the cavity that holds the organ.,2
1124210,o_2258595,Summary: Vessels have perforations at the end plates while tracheids do not have end plates. Tracheids are derived from single individual cells while vessels are derived from a pile of cells. Tracheids are present in all vascular plants whereas vessels are confined to angiosperms.Tracheids are thin whereas vessel elements are wide. Tracheids have a much higher surface-to-volume ratio as compared to vessel elements.Vessels are broader than tracheids with which they are associated.Morphology of the perforation plate is different from that in tracheids.racheids are thin whereas vessel elements are wide. Tracheids have a much higher surface-to-volume ratio as compared to vessel elements. Vessels are broader than tracheids with which they are associated. Morphology of the perforation plate is different from that in tracheids.,0
1124210,o_8026740,"have xylem (but not wood!) - they have small groups of vessels arranged in a circle around the outer part of the stem. You might think that large trees would have wide vessels and tracheids, so that water filters fast through the tree, but actually its the opposite. Trees have narrow vessels and tracheids so that water filters slowly up the tree. This indeed is less efficient at carrying water, but wider vessels are more likely to cavitate. In a woody plant, the trunk is almost entirely composed of vessels and tracheids. Tracheids differ from vessels in being much narrower",1
1124210,o_8026735,"Difference Between Tracheids and Vessels In plants xylem and phloem are the complex tissues which are the components parts of conductive system. In higher plants xylem contains tracheids, vessels (tracheae), xylem fibres(wood fibres) and xylem parenchyma (wood parenchyma).",2
490595,o_7839904,"Use this command to generate RSA key pairs for your Cisco device (such as a router). RSA keys are generated in pairs--one public RSA key and one private RSA key. If your router already has RSA keys when you issue this command, you will be warned and prompted to replace the existing keys with new keys.",0
490595,o_1929910,"Definition - What does RSA Encryption mean? RSA encryption is a public-key encryption technology developed by RSA Data Security. The RSA algorithm is based on the difficulty in factoring very large numbers. Based on this principle, the RSA encryption algorithm uses prime factorization as the trap door for encryption. Deducing an RSA key, therefore, takes a huge amount of time and processing power. RSA is the standard encryption method for important data, especially data that's transmitted over the Internet.",1
490595,o_3572695,"Use this command to generate RSA key pairs for your Cisco device (such as a router). RSA keys are generated in pairs--one public RSA key and one private RSA key. If your router already has RSA keys when you issue this command, you will be warned and prompted to replace the existing keys with new keys.amed Key Pairs. If you generate a named key pair using the key-label argument, you must also specify the usage-keys keyword or the general-keys keyword. Named key pairs allow you to have multiple RSA key pairs, enabling the Cisco IOS software to maintain a different key pair for each identity certificate.",2
1103812,o_8220086,"…Belarus, and Russia formed the Commonwealth of Independent States, which was then joined by eight other former republics of the defunct Soviet Union.",0
1103812,o_3843267,"The Commonwealth of Independent States (CIS; Russian: содружество независимых государств, снг, tr. Sodruzhestvo Nezavisimykh Gosudarstv, SNG), also called the Russian Commonwealth (to distinguish it from the British Commonwealth of Nations), is a regional organization formed during the dissolution of the Soviet Union.",1
1103812,o_8220089,"commonwealth of independent states The Commonwealth of Independent States (CIS) was established on December 8, 1991, in the Belovezh Accords, which also brought an end to the Soviet Union.",2
87181,o_5197135,"Ventricular hypertrophy. Ventricular hypertrophy (VH) is thickening of the walls of a ventricle (lower chamber) of the heart. Although left ventricular hypertrophy (LVH) is more common, right ventricular hypertrophy (RVH) can also occur, as can hypertrophy of both ventricles, that is, biventricular hypertrophy (BVH). Ventricular hypertrophy can be part of various syndromes caused by any of various underlying diseases.",0
87181,o_7666831,Left ventricular hypertrophy: Related Topics. These medical condition or symptom topics may be relevant to medical information for Left ventricular hypertrophy: 1  Ventricular hypertrophy. 2  Left. 3  Ventricular. 4  Hypertrophy. 5  Enlargement. 6  Ventricle. 7  Heart. 8  Heart symptoms (2927 causes). 9  Heart disease (106 causes). 10  Heart disorder.,1
87181,o_2986227,"Chamber Hypertrophy and Enlargment. In hypertrophy the heart muscle becomes thicker. This can have different causes. Left ventricular hypertrophy results from an increase in left ventricular workload, e.g., during hypertension or aortic valve stenosis. Right ventricular hypertrophy results from an increase in right ventricular workload, e.g., emphysema or pulmonary embolization. These causes are fundamentally different from hypertrophic obstructive cardiomyopathy (HCM), which is a congenital misalignment of cardiomyocytes, resulting in hypertrophy.",2
443396,o_8079046,"We've got 73 definitions for LPS » What does LPS stand for? What does LPS mean? This page is about the various possible meanings of the acronym, abbreviation, shorthand or slang term: LPS.",0
443396,o_456708,"LPS requirements are covered in clause 2.5 of the standard. Interestingly, LPS is not defined in clause 1.2 of the standard, the definitions section, or in clause 2.5, the LPS requirements section. I’ll take a crack at writing a succinct definition for LPS:",1
443396,o_1465664,"one doing business in any other state. -lp must file an application for registration. -new state issues a certificate of registration, allowing the lp to utilize all assets of that state. -- law of the state in which the lp is formed is the law that governs the ops organization, internal affairs, and liability of its limited partners.",2
1121709,o_3928432,"What is 20 percent of 5000 percent? percent means out of 100 20 percent of 5000 is: 20/100 x 5000 = 1000 Correct-as far as it goes. But the question was not 20 percent of 5000, it was 20 percent of 5000 … percent.So the answer is 1000 percent.And that, in turn, gives the correct answer of 10.ut the question was not 20 percent of 5000, it was 20 percent of 5000 … percent. So the answer is 1000 percent.",0
1121709,o_4965913,"How should daily calorie intake be divided for an adult in good health? a. 60 percent carbohydrates, 40 percent proteins. b. 80 percent carbohydrates, 20 percent proteins. c. 80 percent proteins, 10 percent carbohydrates, 10 percent fats. d. 60 percent carbohydrates, 30 percent fats, 10 percent proteins.",1
1121709,o_1243379,"These rates are 0 percent for an individual in the 10 or 15 percent marginal tax rate bracket,15 percent for an individual in the 25 percent, 28 percent, 33 percent, or 35 percent tax rate bracket, and 20 percent for those in the top (39.6 percent) tax bracket.",2
87452,o_8819111,"Suicide surpassed war as the military's leading cause of death. War was the leading cause of death in the military nearly every year between 2004 and 2011 until suicides became the top means dying for in 2012 and 2013, according to a bar chart published this week in a.",0
87452,o_8333919,"Suicide surpassed war as the military's leading cause of death. War was the leading cause of death in the military nearly every year between 2004 and 2011 until suicides became the top means dying for in 2012 and 2013, according to a bar chart published this week in a. Post to Facebook.",1
87452,o_186939,"Combat Fatalities not the Most Common Cause of Military Deaths. Suicide was the third leading cause of Canadian military deaths after motor vehicle accidents and cancerin a newly published study of 25 years of death records. Even though the jury is out on whether suicide prevention programs work, Lt.-Col.",2
855410,o_8651775,"Theraderm Skin Renewal System. Theraderm Skin Renewal System is described as a total skincare system that may produce younger looking skin. This 5-product system is said to reduce fine lines, take care of rough skin and address sun damage. However, this system has received some low scores on consumer-driven websites that rate anti-aging products, which makes us wonder if this system does not live up to expectations.",0
855410,o_8651776,"In the case of Theraderm, this is taken even further, as the brand was founded by a plastic surgeon, Dr. James Beckman. However, even though this brand was created by a doctor, it doesn’t mean that the products are the right choice for everyone.",1
855410,o_8651772,"Nowadays there are many skin care brands, like Theraderm, which are actively promoted by doctors and dermatologists. This is an interesting approach, because it boosts the image of the products through the associated skin care expertise of a doctor.",2
1114646,o_8117093,"Also, let your healthcare provider know if you are: 1  Pregnant or thinking of becoming pregnant (see Famvir and Pregnancy) 2  Breastfeeding (see Famvir and Breastfeeding).",0
1114646,o_8117087,"Common Questions and Answers about Famvir no prescription famvir My doctor gave me a prescription for famvir, which I was able to start taking approx 30 hours after being infected...already had a significant patch of little white dots. It was the first one had every had (I know because I became very ill with a fever and night sweats etc a couple of days later).",1
1114646,o_771368,"If your cold sore is especially painful or irritating, your doctor may prescribe an anesthetic gel to alleviate pain or an antiviral oral medication to speed healing or prevent recurrence. The antiviral medicines available for treatment include acyclovir (Zovirax), famciclovir (Famvir), and valacyclovir (Valtrex).",2
19335,o_8412684,Ecological Anthropology. Ecological anthropology attempts to understand the relative influence of environment on human societies and how it is used by different societies.cological Anthropology. Ecological anthropology attempts to understand the relative influence of environment on human societies and how it is used by different societies.,0
