qid,docno,text,rank
1113256,o_8130535,"About Reba Mcentire . It has been estimated that the total amount of Reba McEntire net worth currently is as much as 65 million dollars. Reba McEntire has been a very popular name in music industry where she is a country music singer and song writer. In addition to her involvement into music, Reba McEntire is also known into cinema world, where she is an actress. Thus, her involvement into show business has been the main one when it comes to increasing the overall amount of Reba McEntire net worth. The singer was born in Oklahoma in 1955.",2
1115210,o_8111878,Chaff and flares are used by fighter and bomber units over a wide range of altitudes and flight maneuvers or tactics. Deployment of chaff and flares does not interfere with the flight characteristics of the dispensing aircraft.,0
1115210,o_3031187,"Medical Definition of Flare. Flare: 1. an exacerbation of a chronic disease. Sometimes referred to as a flare-up, a flare occurs when symptoms of a disease that has been present for a time suddenly worsen. A flare is a transient worsening in severity of a disease or condition that eventually subsides or lessens.",1
1115210,o_8111885,Chaff & Flare Products for Military Aircraft Esterline Defense Technologies has more than 40 years of experience in expendable air countermeasures and is part of the highly respected company,2
1116380,o_521341,"Unconformity is the general term for missing pages of Earth history. There are three types of unconformities (below): angular unconformity, nonconformity, and disconformity.An angular unconformity (left) is an erosional surface separating steeply dipping rock layers below from gently dipping layers above.nconformity is the general term for missing pages of Earth history. There are three types of unconformities (below): angular unconformity, nonconformity, and disconformity.",0
1116380,o_1645711,"Nonconformity (quality) In quality management, a nonconformity (also known as a defect) is a deviation from a specification, a standard, or an expectation. Nonconformities are classified as either critical, major, or minor. In software engineering, ISO/IEC 9126 distinguishes between a defect and a nonconformity; a defect is the nonfulfilment of intended usage requirements, whereas a nonconformity is the nonfulfilment of a requirement. A similar distinction is made between validation and verification.",1
1116380,o_5104779,• NONCONFORMANCE (noun) The noun NONCONFORMANCE has 2 senses: 1. a lack of orthodoxy in thoughts or beliefs. 2. failure to conform to accepted standards of behavior. Familiarity information: NONCONFORMANCE used as a noun is rare.,2
1121353,o_8053112,"For more information about filing a discrimination or harassment claim in Oklahoma, see our page on filing a discrimination complaint: Oklahoma Discrimination/Harassment - State Agency Oklahoma Human Rights Commission (OHRC)",0
1121353,o_8053117,How can I file a workplace discrimination claim in Oklahoma? How is a hostile work environment defined in Oklahoma? Workers claim Chipotle broke wage & hour laws; October. Wrongful termination claims in Oklahoma may be complicated; What employment rights do members of the military have? OK pregnancy discrimination is the same as gender discrimination,1
1121353,o_8053113,No one should put up with workplace discrimination in Oklahoma; What is 'reasonable accommodation' under the ADA? June. What is the deadline to file an EEOC sexual harassment claim? What is wrongful termination based on genetic information? What can an employer deduct from an Oklahoma employee's pay? May. What is workplace 'age discrimination' in Oklahoma?,2
1122767,o_5877500,"Acetyl L Carnitine is one of the more common formulations of L-Carnitine, which is itself an amino acid that is produced from two other amino acids (Lysine and Methionine). This version, or form, of L-Carnitine is significant more active than it parent compound due to a higher degree of bioavailability.",0
1122767,o_4550504,"Carnitine biosynthesis and metabolism. Carnitine, a branched non-essential amino acid, is synthesized from the essential amino acids lysine and methionine. Ascorbic acid, ferrous iron, pyroxidine and niacin are also necessary cofactors [1] and deficiencies of any of these can lead to carnitine deficiency.",1
1122767,o_2019367,"While it is often categorized as an amino acid, L-carnitine isn't technically an amino. It is considered a vitamin-like and amino acid-like compound that is related to the B vitamins. When it was first studied back in the 1950s, L-carnitine was referred to as vitamin BT. L-carnitine is formed in the liver and kidneys from the amino acids lysine and methionine. However, it is stored elsewhere in the body, primarily in muscle (including the heart), the brain, and even in sperm. In the diet, it mainly comes from meat and other animal products.",2
1127540,o_8726958,"shebang. 1  Informal. the structure of something, as of an organization, contrivance, or affair: The whole shebang fell apart when the chairman quit. 2  a primitive dwelling; shack; shanty.",0
1127540,o_2044368,Definition of shebang. : everything involved in what is under consideration —usually used in the phrase the whole shebang.,1
1127540,o_2044366,"shebang - an entire system; used in the phrase `the whole shebang'. system, scheme - a group of independent but interrelated elements comprising a unified whole; a vast system of production and distribution and consumption keep the country going. Translations.",2
1131069,o_8432050,Robert and Myra Kraft's four sons are: Jonathan Kraft Daniel Kraft Joshua Kraft David Kraft.,0
1131069,o_8432049,"Kraft also served as the owner/investor of the San Jose Earthquakes from 1999–2000, the two years which the Kraft Group owned the team. Personal life. He has 3 children, two sons and a daughter. In 1995, Kraft married Patricia Lipoma in a Jewish ceremony at the Chestnut Hill home of his parents. She is a convert to Judaism.",1
1131069,o_1780971,"David Kraft, Robert Kraft’s youngest son, is fighting a move by his father’s trustee, Richard Morse, to shift the assets of the family trust into a new trust. The trustee just received a green light from the Supreme Judicial Court to move ahead with the shift, known in estate law as “decanting.”",2
1132532,o_7543164,"How much does a Data Analyst make in the United States? The average salary for a Data Analyst is $69,672 per year in the United States. Salary estimates are based on 29,596 salaries submitted anonymously to Indeed by Data Analyst employees, users, and collected from past and present job advertisements on Indeed in the past 24 months. The typical tenure for a Data Analyst is less than 1 year.",0
1132532,o_6189364,"Data Analyst Salary. Data Analyst average salary is $58,941, median salary is $57,781 with a salary range from $22,880 to $625,000.Data Analyst salaries are collected from government agencies and companies. Each salary is associated with a real job position.Data Analyst salary statistics is not exclusive and is for reference only.ata Analyst Salary. Data Analyst average salary is $58,941, median salary is $57,781 with a salary range from $22,880 to $625,000.",1
1132532,o_4851673,"They reported an average annual salary of $47,740, significantly lower than other survey data analysts. Those employed by scientific research and development firms tended to earn the highest wages, reporting an average annual salary of $65,000.",2
1133579,o_1817055,"Granulation Tissue. in Pathology. After tissue damage, repair process starts. It can begin as early as 24 hours. Fibroblasts and endothelial cells begin proliferating to form a specialized type of tissue that is the hallmark of healing called granulation tissue.The term derives from its pink, soft, granular appearance on surface of wound but its histological features are:t can begin as early as 24 hours. Fibroblasts and endothelial cells begin proliferating to form a specialized type of tissue that is the hallmark of healing called granulation tissue. The term derives from its pink, soft, granular appearance on surface of wound but its histological features are:",0
1133579,o_8220878,"Granulation tissue is collagen-rich tissue which forms at the site of an injury. As the body heals, this tissue fills in the injury, and may eventually scar over. The scar may fade over time, especially if the wound is small. In some cases, the body produces too much granulation tissue, in a condition known as proud flesh, in which case medical treatment may be required to halt the overproduction. The appearance of granulation tissue is a good sign. When a wound starts granulating, it means that the body is starting to rebuild after the injury. This highly fibrous tissue is usually pink because the body produces numerous small blood vessels to provide a supply of oxygen and nutrients to remove waste.",1
1133579,o_1817053,"Making the world better, one answer at a time. Granulation tissue is a kind of tissue generated in a healing wound to both break down damaged tissue and to help prevent infection, however, sometimes growth of granulation tissue can be too robust.An excess of granulation tissue is informally known in the medical community as proud flesh.Depending on the specifics of your case, a treating physician may apply a fine layer of silver nitrate to the excess tissue.This, in effect, cauterizes the granulation tissue (though the process is reportedly painless) and allows new healthy cell growth above that layer of flesh.epending on the specifics of your case, a treating physician may apply a fine layer of silver nitrate to the excess tissue. This, in effect, cauterizes the granulation tissue (though the process is reportedly painless) and allows new healthy cell growth above that layer of flesh.",2
1136043,o_8728076,"Difference Between Hotel and motel. Definition of the term hotel: A Hotel or Inn may be defined as an establishment whose primary business is providing lodging facilities for the general public, and which furnishes one or more of the following services. Additionally according to the category of the hotel they provide different level of personalised service .",0
1136043,o_8728077,"Difference Between Hotel and motel Definition of the term hotel: A Hotel or Inn may be defined as an establishment whose primary business is providing lodging facilities for the general public, and which furnishes one or more of the following services.",1
1136043,o_8728072,"Other Differences. Hotels and motels also differ in price and often in the duration of stay for guests. Hotel accommodations commonly cost more, though location is key; a four-star hotel in a small or mid-sized city might cost far less than a lesser motel in a more expensive area of the country, such as New York or Los Angeles.",2
1136047,o_8724031,The difference between a... 6. The difference between a company's business model and a company's strategy is that: a. a company's business model is its game plan for achieving operating efficiency while its strategy is management's game plan for winning a sustainable competitive advantage. b.,0
1136047,o_8724032,6. The difference between a company's business model and a company's strategy is that: a. a company's business model is - Answered by a verified Business Tutor,1
1136047,o_8724033,a company's business model relates to delivering capital gains and dividend increases to shareholders whereas its strategy concerns delivering value to customers at the lowest possible price. c. the business model concerns how to operate profitably and the strategy concerns how to please customers.,2
1136962,o_8336574,"Quick Answer. The area that is known as Egypt today was called Kemet, which means black or black land, due to the rich black soil left behind after the yearly Nile floods. The word Egypt is actually taken from the word Kemet, but that is not the only name the Ancient Egyptians gave their land. They also called it Gift of the Nile because the only thing not covered by the red sands of the desert was the rich fertile lands along the river itself. Continue Reading",0
1136962,o_6185711,"Kemet (keh-MET) is the term ancient Egyptians used as the official name of their country. (Sometimes they also called it Ta-mery, or beloved land.) Kemet translates as Black Land, in reference to the fertile banks and fields surrounding the Nile (black from the soil).he name Kemet is refers to the the Land of the Black people! Some white researchers claim that the name Kemet refers to the rich dark soil that was deposited along the banks if the Nile!",1
1136962,o_3293337,Egypt is of the countries in Africa and the Middle East. The ancient name for Egypt is Kemet meaning 'black land'. It had obtained its name owing to the fertile black soil found on the plains of the Nile river which flows through Egypt.,2
118440,o_1569786,"Medical Definition of BMT. BMT: Bone marrow transplantation, a procedure in which doctors replace bone marrow that is diseased (or damaged) with healthy bone marrow. The bone marrow to be replaced may be deliberately destroyed by high doses of chemotherapy and/or radiation therapy.",0
118440,o_1569787,Medical Definition of BMT. 1  1bachelor of medical technology. 2  2bone marrow transplant; bone marrow transplantation.,1
118440,o_7703789,BMT is a leading manufacturer of Automatic and Semi-Automatic Can Making and Seaming machines.,2
121171,o_259430,"Etruscan definition: of Etruria or its people, language, or cultureOrigin of Etruscanfrom Classical Latin Etruscus from uncertain or unknown; perhaps Etruscan an unverified form etrsco- 1. a person born or living in Etruria 2. the language of the anc...",0
121171,o_259436,"Definition of Etruscan. : of, relating to, or characteristic of Etruria, the Etruscans, or the Etruscan language.",1
121171,o_2550811,"Etruscan, member of an ancient people of Etruria, Italy, between the Tiber and Arno rivers west and south of the Apennines, whose urban civilization reached its height in the 6th century bce. Many features of Etruscan culture were adopted by the Romans, their successors to power in the peninsula. 1  A brief treatment of the Etruscans follows. 2  The origin of the Etruscans has been a subject of debate since antiquity. 3  In any event, by the middle of the 7th century bce the chief Etruscan towns had been founded.",2
135802,o_8692623,laudable definition: The definition of laudable refers to something or someone who does the right thing or the morally proper action. (adjective) An example of laudable is a person who donates to charity and wants to save the world....,0
135802,o_8692626,The definition of laudable refers to something or someone who does the right thing or the morally proper action. An example of laudable is a person who donates to charity and wants to save the world. laudable,1
135802,o_8692628,The definition of laudable refers to something or someone who does the right thing or the morally proper action. An example of laudable is a person who donates to charity and wants to save the world. YourDictionary definition and usage example.,2
141630,o_8319987,"Muscles, tendons, ligaments and joints all work together to produce movement due to the fact that they are all attached. As the muscles, tendons, and ligaments expand and cont … ract they pull the bones of the joint allowing the joint to move.ell first of all the bones are connected to muscles with tendons and the muscles move bones by working in pairs. The muscle pairs pull each other to move the bones. One muscl … e contracts while the other muscle relaxes, to move the bone again the other muscle contracts and the other one relaxes.",0
141630,o_2366121,"Muscles, tendons, ligaments and joints all work together to produce movement due to the fact that they are all attached. As the muscles, tendons, and ligaments expand and cont … ract they pull the bones of the joint allowing the joint to move. Muscles work in groups, working in opposition one with the other   In the arm, groups of muscles work by contracting and relaxing to produce gross and fine movement, … depending upon the task that the person wishes to carry out.",1
141630,o_3500851,"Muscles, tendons, ligaments and joints all work together to produce movement due to the fact that they are all attached. As the muscles, tendons, and ligaments expand and cont … ract they pull the bones of the joint allowing the joint to move.our muscles have the task of pulling your ligaments and joints so you can move your body limbs and organs, the muscles and bones work together by pulling on each other and supporting each other to move body parts.",2
156498,o_104801,"Allow Google Docs to automatically save your document. As you add new content to your Google Doc, the changes you make to the document are automatically saved to your drive. Next to the “Help” tab at the top of your screen, you will see light gray text.",0
156498,o_104803,"Allow Google Docs save and sync your changes automatically. In the offline application, Google Drive automatically saves changes made to a document every few seconds. When your computer connects to the internet, the Google Drive application will function like its online counterpart.",1
156498,o_3301559,"Updating the files in your Google Docs can be confusing at first, as there is no Save button such as you would normally click to save your updates when working on a local file. Google Docs will automatically save your updates to a file as you are working on it. Step 1. Log into your Google Docs account.",2
169208,o_4859433,"The Mississippi Income Tax. Mississippi collects a state income tax at a maximum marginal tax rate of %, spread across tax brackets. Unlike the Federal Income Tax, Mississippi's state income tax does not provide couples filing jointly with expanded income tax brackets. Notably, Mississippi has the highest maximum marginal tax bracket in the United States.",0
169208,o_4859432,"In Mississippi, corporate income is subject to a state income tax. Mississippi income tax rates are: 3% - on the first $5,000 of taxable income. 4% - on the next $5,000 of taxable income. 5% - on remaining taxable income. Unless a company is taxable in another state, Mississippi corporate income tax is based on the company’s net taxable. income.",1
169208,o_4762137,"​Generally, retirement income, pensions, annuities are not subject to Mississippi Income tax if recipient has met the retirement plan requirements. Early distributions are not considered retirement income and may be subject to tax.",2
174463,o_8304456,"The star sirius is most visible in our hemisphere during the summer months as the brightest star in the heavens (not Polaris, the northern star). So, dog day afternoon actually means nothing more than a hot summer afternoon. Thanks for asking. I've been carrying this bit of trivia around in my head for years, and this is the first opportunity I've had to share it.",0
174463,o_5688367,"The dog days are the hottest, most uncomfortable part of the Northern summer. Additionally, they also refer to promotions created by American baseball ballparks to boost ticket sales during mid-afternoon games.",1
174463,o_8304458,"Its when its terribly hot that the dogs don't do anything but lay around. A dog's day is normally laying around and doing nothing.If you are doing the same,you are having a dog day afternoon. A hot an humid day when even dogs have no energy.",2
23849,o_2647769,Naturalization Record Search The Naturalization and Petition of Record books are available in the Prothonotary Office for public viewing.,0
23849,o_8010561,Department of State >> Delaware Public Archives. Naturalization Records Database. Naturalization records can be found in a number of series amongst the holdings of the Delaware Public Archives. The earliest material can be found in the records of the Court of Common Pleas and the Supreme Court of each county.,1
23849,o_8059826,"Are all types of Public Records open to the public? Yes, in most cases Public Records are available to the public. Some documents, such as certain court records, confidential personal information, and other sensitive information may be kept sealed or is only available with a court order.",2
258062,o_4595794,"If you have a dentist remove your wisdom teeth, i can take between 20 minutes and three hours per tooth. If you get a surgeon to remove your wisdom teeth, it takes between 30 seconds and five minutes per tooth. To find out more on wisdom teeth surgery and the approximate times on surgery as well as post-operative instructions, go to http://dentalimplantsaustralia.com/. Source(s): http://dentalimplantsaustralia.com/.",0
258062,o_8694161,How long does it take to remove a wisdom tooth - Please tell me how long it takes for to get one wisdom tooth removed? Dependson difficulty. It depends on the age of the patient and the difficulty of the extraction. Surgical time only may be from 5-30 minutes/tooth.,1
258062,o_4595795,"If you have a dentist remove your wisdom teeth, i can take between 20 minutes and three hours per tooth. If you get a surgeon to remove your wisdom teeth, it takes between 30 seconds and five minutes per tooth. An hour. But you can have fun with the knock out shot, if they offer it.",2
324585,o_8290314,"How much do motivational speakers earn? A: According to the job website Indeed, the average motivational speaker makes around $88,000 per year as of 2013. Motivational speakers' salaries can vary greatly depending on location, level of fame, number of speeches given annually, merchandising and other factors.",0
324585,o_405281,"Fee structures for more experienced and professional motivational speakers (generally — remember there are tons of exceptions!) range from about $6,000 to $20,000.) Celebrity motivational speakers’ fee structures might range anywhere from $35,000 to $235,000. Gosh… I don’t even know how to comment.",1
324585,o_8310499,"Motivational or keynote speakers vary in price range based on their experience and the length of the conference or event. In general, professional speakers (non-celebrities) range from $1,500 to $30,000 for an event. For example, Pro Speak has most of its speakers available in the $5,000 to $10,000 range.",2
330975,o_5557976,"Small farm and residential turbines cost far less to build or install, but cost more per kilowatt of energy produced. The price of residential and farm turbines are based on kilowatts, and 10 kilowatts cost $48,000. You can expect to pay between $2,800 and $4,800 per kilowatt with professionally constructed turbines.The good news is there are kits that teach you how to make your own wind turbine for $200 or less.ou can expect to pay between $2,800 and $4,800 per kilowatt with professionally constructed turbines. The good news is there are kits that teach you how to make your own wind turbine for $200 or less.",0
330975,o_6693239,The estimated cost of installing a wind turbine is $8000 - $10000 for a small turbine and up to $20000 for a larger one. The average wind speed will also determine how expensi…ve a model is required.,1
330975,o_3297857,"The estimated cost of installing a wind turbine is $8000 - $10000 for a small turbine and up to $20000 for a larger one.ore affordable wind turbines range from $200 to $600. These turbines are typically smaller, which means less electricity is generated. Larger wind turbines can cost as much a … s $2,000 for those used in the home and upwards of $20,000 for those used industrially. 1 person found this useful.",2
332593,o_8434871,"Like chickens, button quail can lay one egg a day every day, for almost her entire life. Without special attention, this practice can very quickly deplete the female of her bone calcium and other essential nutrients, leading to a very early death.",0
332593,o_7073995,"So if you are raising the Button Quail in your home, they are going to receive this right combination all year round. If not addressed your females will then lay eggs all year. Laying eggs does take a lot out of them. So my advice would be to give your birds at least a 3 month break per year. If you're purchasing these quail as pets only and don't want any eggs, follow this procedure also.",1
332593,o_5241323,"So if you are raising the Button Quail in your home, they are going to receive this right combination all year round. If not addressed your females will then lay eggs all year. Laying eggs does take a lot out of them. So my advice would be to give your birds at least a 3 month break per year.If you're purchasing these quail as pets only and don't want any eggs, follow this procedure also.f not addressed your females will then lay eggs all year. Laying eggs does take a lot out of them. So my advice would be to give your birds at least a 3 month break per year. If you're purchasing these quail as pets only and don't want any eggs, follow this procedure also.",2
336901,o_8528675,"Vanessa Redgrave was born on January 30, 1937 in London. She will be missed but not forgotten. Hundreds of fans immediately started writing their messages of condolence on the Facebook page, expressing their sadness that the talented 79-year-old actress was dead.",0
336901,o_8528679,Vanessa Redgrave to announce retirement at age 79. News of actress Vanessa Redgrave’s death spread quickly earlier this week causing concern among fans across the world. However the August 2016 report has now been confirmed as a complete hoax and just the latest in a string of fake celebrity death reports.,1
336901,o_6096613,"She was 45. The wife of Schindler's List actor Liam Neeson and daughter of actress Vanessa Redgrave and the late film director Tony Richardson died at Lenox Hill Hospital in New York. The cause of death was not announced, but she had been hospitalized after suffering a devastating brain injury while skiing Monday.",2
390360,o_8630614,"-ia, suffix meaning a specified condition of a disease or process: athrombia, phrenoblabia, pontobulbia.",0
390360,o_8630611,"-ia. A suffix used to form terms for states or conditions, often abnormal. Compare: -ism. [G. - ia, an ancient noun-forming suffix]. word element, state; condition.",1
390360,o_5423359,"Terms that use this suffix include nephrosis (abnormal condition of the kidney), necrosis (abnormal condition of death, i.e. in response to disease or injury), and leukocytosis (abnormal increase of white blood cells). The suffix -ia means condition; -al means pertaining to; and the suffix -oma means tumor or mass.",2
405163,o_1902866,"Cocaine and meth are not narcotics. They are stimulants, the exact opposite of a narcotic. They cause people to be more awake and more active, not sleepy. Calling them :narcotics makes as much sense as calling coffee a narcotic.",0
405163,o_4406021,Tramadol is considered to be opiate like because it plays on the same opiate receptors on the brain as a true opioid does.. I would imagine that under the pain contract you were not allowed to take narcotics either. All opioid are narcotic but not all narcotics are opioid.,1
405163,o_8608597,"Like narcotics, alcohol, or cigarettes, coffee and caffeinated beverages are addictive, destructive drugs that each year predispose millions of Americans to crippling illnesses and sometimes fatal diseases. Coffee and tea are the two most popular beverages in America. Coffee is America's number one drug problem.",2
42255,o_8746197,"Average Dental Hygienist Yearly Salary in Nebraska. Dental Hygienists earn a median salary of $66,370 per year. Salaries typically start from $50,050 and go up to $80,510. Learn more about the Dental Hygienist job market for salaries of real jobs in your area. Alternatively, see what Dental Hygienists earn in other states.",0
42255,o_8746189,"Dental Hygienist Salaries by Area. According to the Bureau of Labor Statistics, Dental Hygienists in the state of Nebraska can expect to earn an average of $65,236 annually or $31.36 per hour.",1
42255,o_8746188,"In Nebraska, as the number of dental hygienists is growing, the salaries earned by dental hygienists are increasing. Dental hygienists earned a yearly mean salary of $58,410 in 2006. They earned a yearly mean salary of $64,440 in 2010.",2
47210,o_2546001,"In 2015, the average cost of a wedding dress alteration is between $184 - $255. 1  The complexity of the dress details and degree of difficulty will ultimately determine the cost of your alteration.",0
47210,o_2546002,"$219. In 2015, the average cost of a wedding dress alteration is between $184 - $255. 1  The complexity of the dress details and degree of difficulty will ultimately determine the cost of your alteration.",1
47210,o_2546005,"In 2015, the average cost of a wedding dress alteration is between $184 - $255.",2
555530,o_6078228,the best foods for lowering cholesterol are oatmeal fish walnuts and other nuts olive oil and foods fortified with sterols or stanols substances found in plants that help block the absorption of cholesterol such as corn beans peanut butter almonds oranges apples and avocados,0
